Player,fbref id,transm id,mv
Martin Braithwaite,fd771f95,95732,9000000
Julian Brandt,a167537f,187492,20000000
Brian Brobbey,4c184730,473169,7500000
Marcelo Brozovic,33b8d077,156617,40000000
Bruma,5caa62a7,139396,5000000
Gianluigi Buffon,e40d028b,5023,1000000
Roman Burki,9d12e142,59027,4000000
Heorhiy Bushchan,eb2b33aa,206888,5000000
Sergio Busquets,5ab0ea87,65230,9000000
Vitaliy Buyalskyi,b8814868,167722,5000000
Remy Cabella,148e136f,113707,9000000
Junior Caicara,038aa94a,112062,1300000
Felipe Caicedo,93b891d1,37834,4000000
Jens Cajuste,928a4a61,468066,5000000
Mattia Caldara,ac7e640b,197470,5000000
Duje Caleta-Car,94f8d10c,238266,25000000
Mohamed Camara,489e80e3,543382,10000000
Mohamed Camara,13ea2544,481173,1500000
Eduardo Camavinga,7b9c2d84,640428,55000000
Sergio Camello,873619c6,505674,2300000
Emre Can,a65ce836,119296,26000000
Joao Cancelo,bd6351cd,182712,55000000
Diego Carlos,b4a014b1,329145,45000000
Yannick Carrasco,de39485a,140776,40000000
Dani Carvajal,4958bfb2,138927,30000000
Casemiro,4d224fe8,16306,70000000
Danilo Cataldi,ba3d3bea,199733,2500000
Edinson Cavani,527f063d,48280,6000000
Murilo Cerqueira,10fe831e,458710,2500000
Nacer Chadli,5b54bf3b,59631,5000000
Yevgeni Chernov,15975a3c,187024,2500000
Giorgio Chiellini,e85fb9b8,29260,1500000
Federico Chiesa,b0f7e36c,341092,60000000
Ben Chilwell,d2424d1b,316125,45000000
Andreas Christensen,1cb49278,196948,30000000
Eldar Civic,5fcb90ac,317764,1500000
Viktor Claesson,b3a712de,116598,10000000
Leighton Clarkson,d5dafedb,470606,150000
Kingsley Coman,042e8a49,243714,65000000
Francisco Conceicao,5ef3d210,487474,8000000
Dion Cools,0331786b,316422,1500000
Vedran Corluka,6ceef869,34393,1000000
Jesus Corona,fb938d24,125165,30000000
Angel Correa,01eb744d,266807,40000000
Joaquin Correa,45b9b619,227081,30000000
Diogo Costa,93fffbcf,357153,6000000
Douglas Costa,4fa7cb9b,75615,6000000
Thibaut Courtois,1840e36d,108390,60000000
Philippe Coutinho,0ef89a37,80444,30000000
Enzo Crivelli,06f33dc8,291110,2500000
Juan Cuadrado,0ab1f153,91970,16000000
Mickael Cuisance,5722eced,344600,7000000
Szymon Czyz,4c14af32,407094,300000
Danilo D'Ambrosio,44eb9093,55769,5000000
Damien Da Silva,1ec7e1c5,57370,2000000
Colin Dagba,29c02c9f,460629,12000000
Mahmoud Dahoud,db4ed67b,191422,16000000
Patson Daka,ca45605e,365172,22000000
Danilo,94b2001f,145707,20000000
Matteo Darmian,96e0490d,54906,7000000
Alphonso Davies,d781d855,424204,70000000
Kevin De Bruyne,e46012d4,88755,100000000
Charles De Ketelaere,2ef7c612,435772,16000000
Konrad De La Fuente,4b77bb89,466809,4000000
Romain Del Castillo,0be95d34,353399,4500000
Thomas Delaney,fe641c1a,91849,15000000
Simon Deli,6b6cbca4,234124,4300000
Moussa Dembele,e7986081,229004,20000000
Ousmane Dembele,b19db005,288230,50000000
Merih Demiral,e3cceee6,340879,28000000
Emmanuel Dennis,2c44a35d,448854,5000000
Dentinho,85686f86,52787,1500000
Fabio Depaoli,d97f2e8d,324282,3500000
Sergino Dest,5976f83e,361104,30000000
Angel Di Maria,19cda00b,45320,20000000
Abdou Diallo,fc62f087,229005,25000000
Amad Diallo,9dc96f10,536835,18000000
Ruben Dias,31c69ef1,258004,75000000
Krepin Diatta,8104e41e,490426,18000000
Luis Diaz,4a1a9578,480692,18000000
Denes Dibusz,4030c7ae,162695,2500000
Berat Djimsiti,6eee05f1,165513,22000000
Dodo,b5f7d10b,401529,20000000
Jeremy Doku,fffea3e5,486049,22000000
Thomas Doyle,5526deb1,433183,1000000
Mohamed Drager,8954fddc,192167,1000000
Radu Dragusin,620922ed,568559,3000000
Julian Draxler,1a992676,85148,20000000
Anders Dreyer,c6486b01,342389,6000000
Sebastian Driussi,60e86875,294853,7500000
Hugo Duro,37e103f8,573775,5000000
Lasha Dvali,303636d2,222332,900000
Paulo Dybala,e0921a4f,206050,50000000
Artem Dzyuba,448a3608,48067,11000000
Eder,f0fc9d0e,84481,700000
Ederson,3bb7b8b4,238223,50000000
Jurgen Ekkelenkamp,73d6a176,361068,3200000
Nico Elvedi,48035304,192635,28000000
Breel Embolo,0b4f388a,237662,16000000
Youssef En-Nesyri,04e17fd5,433049,40000000
Alexandru Epureanu,58dda688,45340,350000
Christian Eriksen,980522ec,69633,40000000
Aleksandr Erokhin,1c78737d,84483,2500000
Gonzalo Escalante,3f79a1c8,266795,3200000
Sergio Escudero,b0616e3d,93935,2500000
Evander,4352d221,323874,6000000
Evanilson,6f3cc2fe,711337,7500000
Fabinho,7f3b388c,225693,60000000
Mohamed Fares,b7a5bc86,287700,5500000
Ansu Fati,0ba976e4,466810,60000000
Felipe,51a3c4c8,156501,12000000
Luiz Felipe,15d0c248,457931,18000000
Joao Felix,8aafd64f,462250,80000000
Bruno Fernandes,507c7bdf,240306,90000000
Matheus Fernandes,f76fdcd2,351892,1500000
Carlos Fernandez,e08647d6,216464,9000000
Fernandinho,101da2b5,26267,2000000
Fernando,41f32541,51174,4000000
Fernando,d9d43555,550495,2500000
Roberto Firmino,4c370d81,131789,50000000
Junior Firpo,24f59bb2,374139,8000000
Alessandro Florenzi,e288d4b3,130365,13000000
Phil Foden,ed1e53f3,406635,80000000
Emil Forsberg,9a2e0ccc,111078,20000000
Kostas Fortounis,715e5b0e,157539,8000000
Timothy Fosu-Mensah,a9142dc3,315131,4000000
Gianluca Frabotta,d80b1835,386755,2500000
Lassina Franck Traore,f620b04f,551695,6500000
Fred,b853e0ad,191614,22000000
Remo Freuler,98d2c2c4,148252,25000000
Abraham Frimpong,1c90cd29,189402,500000
Roberto Gagliardini,ce30bfc8,197471,15000000
Idrissa Gana Gueye,72c812f3,126665,15000000
Eric Garcia,2bed3eab,466794,20000000
Yuri Gazinskiy,ecb68eea,159957,4000000
Yann Gboho,6be41a31,463613,4500000
David de Gea,7ba6d84e,59377,18000000
Valere Germain,ea0ff634,60540,3000000
Billy Gilmour,df10e27c,423744,10000000
Matthias Ginter,f521b80a,124502,30000000
Olivier Giroud,16ceb862,82442,4000000
Serge Gnabry,88e357ef,159471,70000000
Pierluigi Gollini,f0f7f62f,244192,17000000
Eulanio Angelo Chipela Gomes,d9b9b71a,291399,3000000
Joe Gomez,7a11550b,256178,30000000
Papu Gomez,6e4df551,20005,9000000
Papu Gomez,6e4df551,20005,9000000
Sergi Gomez,bc6f5f06,92947,3000000
Alfred Gomis,cecbce23,163568,7000000
Alvaro Gonzalez,42dcf26d,183647,7000000
Leon Goretzka,cc86b9a3,153084,70000000
Yevgeni Gorodov,8b3d765f,38681,350000
Robin Gosens,2d970560,273132,35000000
Ryan Gravenberch,b8e740fb,478573,33000000
Mason Greenwood,58eee997,532826,50000000
Clement Grenier,8b298f56,72479,4000000
Antoine Griezmann,df69b544,125781,60000000
Marko Grujic,8b8e759d,222813,15000000
Nemanja Gudelj,0076ab7f,74294,6000000
Raphael Guerreiro,048a1cbc,170986,40000000
Pape Gueye,7155e3e1,485963,10000000
Sehrou Guirassy,923f4dda,270541,12000000
Peter Gulacsi,bcb2ccd8,57071,13000000
Fredrik Gulbrandsen,b686f4c0,110708,2800000
Ilkay Gundogan,819b3158,53622,40000000
Mert Gunok,b583aef5,51894,2400000
Erling Haaland,1f44ac21,418560,130000000
Munir El Haddadi,8696bc90,223725,10000000
Amadou Haidara,92432bc6,402008,24000000
Achraf Hakimi,e42d61c7,398073,60000000
Marcel Halstenberg,8ff2354e,70243,14000000
Samir Handanovic,74419746,28021,2500000
Jesper Hansen,a3b952f8,22860,250000
Denys Harmash,bfc5768b,70754,1500000
Hans Hateboer,3b333ac3,275303,18000000
Kai Havertz,fed7cb61,309400,70000000
Eden Hazard,a39bb753,50202,40000000
Thorgan Hazard,50871bcc,102226,27000000
Hwang Hee-chan,169fd162,292246,11000000
Marcel Heister,fecd43a3,109830,1000000
Dean Henderson,e5a76dfe,258919,22000000
Jordan Henderson,935e6b8f,61651,20000000
Benjamin Henrichs,0a89e877,202591,12000000
Dalbert Henrique,f45f9427,312862,4000000
Luis Henrique,f36d5624,691316,8000000
Mario Hermoso,555f3a0b,281769,35000000
Lucas Hernandez,c3ee18ef,281963,45000000
Ander Herrera,436a9dd0,99343,13000000
Hector Herrera,a8542814,122043,7000000
Patrick Herrmann,dfb6490a,32711,3500000
Marwin Hitz,2e7ff968,59238,1700000
Wesley Hoedt,875898c7,253765,4000000
Jonas Hofmann,2903a856,7161,16000000
Jose Holebas,12aa7661,41112,600000
Ethan Horvath,3f65d5ce,242284,1200000
Callum Hudson-Odoi,15f3ec41,392768,32000000
Mats Hummels,05d548d8,39728,12000000
Adrien Hunou,d14229f3,203507,6000000
Klaas-Jan Huntelaar,5042e5c2,4357,800000
Daniel Hoegh,01204d46,99100,700000
Mauro Icardi,43b78598,68863,40000000
Oussama Idrissi,34caa4b3,241391,8000000
Odion Ighalo,03622183,62121,3500000
Vladislav Ignatyev,5cb1d026,51897,1000000
Josip Ilicic,68252d6d,80351,6000000
Ciro Immobile,4431aed2,105521,38000000
Nikita Iosifov,4c2fa917,614464,250000
Isael,d1f48bfc,99510,900000
Gustav Isaksen,5715bb71,462823,1000000
Isco,a0b4bb3e,85288,18000000
Daniel James,c931d9f9,319301,18000000
Manjrekar James,40676b27,222686,350000
Reece James,1265a93a,472423,40000000
Tony Jantschke,34b54da7,47587,1400000
Gabriel Jesus,b66315ae,363205,60000000
Curtis Jones,4fb9c88f,433188,30000000
Frenkie de Jong,1bacc518,326330,90000000
Luuk de Jong,abb3bb95,72522,10000000
Joan Jordan,2a0c8ba4,263727,30000000
Jorginho,45db685d,102017,40000000
Diogo Jota,178ae8f8,340950,45000000
Luka Jovic,4d8cd038,257462,20000000
Vinicius Junior,7111d552,371998,40000000
Zlatko Junuzovic,dba67bc4,31007,2500000
Sory Kaba,d29202c2,355689,3000000
Ozan Kabak,2d61d13a,361260,25000000
Irfan Kahveci,d2800f47,216603,11000000
Felix Kalu Nmecha,091c86e2,406640,450000
Francois Kamano,81d3318f,333802,6500000
Boubacar Kamara,cc77354e,394327,37000000
Ruslan Kambolov,768b28d0,58568,1000000
Kevin Kampl,b825a650,53418,10000000
N'Golo Kante,b9fbae28,225083,55000000
Emre Kaplan,0eac2f24,645932,150000
Oleksandr Karavayev,1bd5735a,59322,5000000
Vyacheslav Karavayev,b0b902c8,170620,7000000
Moise Kean,3d50bcdb,364135,35000000
Tomasz Kedziora,dc52c72f,181118,5000000
Thilo Kehrer,51dbeea9,228948,25000000
Naby Keita,f25c8e3a,302215,32000000
Caoimhin Kelleher,62d7ef38,340918,2500000
Mikhail Kerzhakov,2fabebc0,27706,1500000
Ihor Kharatin,14e8fe86,213976,2200000
Davit Khocholava,862fa9fb,165825,3000000
Joshua Kimmich,49296448,161056,90000000
Presnel Kimpembe,aef6e670,282041,40000000
Davy Klaassen,15fd5593,182932,17000000
Sean Klaiber,f4ceb85b,268113,4500000
Lukas Klostermann,ca8033cb,215599,27000000
Justin Kluivert,4c3a6744,330659,14000000
Ansgar Knauff,19a967ab,429874,3000000
Sekou Koita,6747869d,402010,12500000
Koka,9fc2531b,184816,4000000
Koke,55126f3b,74229,60000000
Aleksandar Kolarov,eda40760,46156,1500000
Ibrahima Konate,5ed9b537,357119,35000000
Viktor Korniienko,f38cc3b3,467243,2000000
Odilon Kossonou,1f3afdcb,644771,13000000
Billy Koumetio,866c67e9,696324,500000
Jules Kounde,4d1666ff,411975,60000000
Adnan Kovacevic,b79d8e93,187669,800000
Mateo Kovacic,79c0821a,51471,45000000
Viktor Kovalenko,9d60028d,203842,5000000
Bozhidar Kraev,8690eef7,293607,1300000
Christoph Kramer,496aeede,82097,7000000
Michal Krmencik,43cd8b69,178469,4000000
Toni Kroos,6ce1f46f,31909,40000000
Danil Krugovoy,a802405e,372535,1500000
Grzegorz Krychowiak,580d52dd,45184,15000000
Serhiy Kryvtsov,292a652a,74089,4000000
Daniil Kulikov,c01f247a,425756,2500000
Dejan Kulusevski,df3cda47,431755,40000000
Layvin Kurzawa,41e7ef1c,126710,12000000
Daler Kuzyaev,d4e93bab,279570,8000000
Zakaria Labyad,ebc56869,123349,4000000
Aissa Laidouni,22798128,233782,2000000
Stefan Lainer,4aea5077,85791,12500000
Sam Lammers,c283ddef,386914,6000000
Michael Lang,864db10a,51346,800000
Noa Lang,8e034340,339332,22000000
Aymeric Laporte,119b9a8e,176553,45000000
Valentino Lazaro,016ff750,186368,10000000
Manuel Lazzari,02caf6e0,331401,21000000
James Lea Siliki,7cf431a5,346291,4000000
Diogo Leite,c4987edc,357156,10000000
Lucas Leiva,4c78b5ed,41414,3500000
Thomas Lemar,4dbd0916,205562,25000000
Clement Lenglet,4f28a6ff,182904,25000000
Robert Lewandowski,8d78e732,38253,60000000
Bohdan Liedniev,b1dae700,423606,2000000
Matthijs de Ligt,d6e53a3a,326031,75000000
Victor Lindelof,f5deef4c,184573,24000000
Vitaly Lisakovich,49b45985,344565,1500000
Marcos Llorente,02c15616,282411,80000000
Renan Lodi,ed9f7cfe,476352,25000000
Dejan Lovren,1a2935f6,37838,10000000
Gergo Lovrencsics,0176f037,110746,650000
Jose Luis Palomino,921f6058,125020,10000000
Ze Luis,520c318f,134602,5000000
Romelu Lukaku,5eae500a,96341,100000000
Senad Lulic,7fd58fe3,61449,1000000
Vitali Lystsov,22aba139,207519,500000
Yann M'Vila,d4133fa1,60573,5000000
Awer Mabil,922da988,255729,2500000
Nicolas Madsen,6d7e4b06,464599,600000
Stanislav Magkeev,b088363d,462329,1500000
Harry Maguire,d8931174,177907,45000000
Riyad Mahrez,892d5bb1,171424,42000000
Robert Mak,73fc8cc3,92180,1200000
Malcom,6853490f,323704,22000000
Ruslan Malinovskyi,48d5bd33,207877,30000000
Wilson Manafa,e27fdbca,257388,7000000
Steve Mandanda,1d2d5cc8,23951,2000000
Sadio Mane,c691bfe2,200512,85000000
Faitout Maouassa,e54a9890,357072,12000000
Marcelo,603116a7,44501,7500000
Agustin Marchesin,853b7c48,54534,9000000
Moussa Marega,05a84d52,283130,10000000
Jose Maria Gimenez,f0da930c,250845,60000000
Mariano,5c4dc0ff,225020,10000000
Guilherme Marinato,a3b0ed18,55369,1000000
Joao Mario Lopes,82a39b66,537602,4000000
Yevgeni Markov,c864997f,166737,700000
Marlos,9139bb12,68778,5000000
Marquinhos,d5f2f82b,181767,75000000
Anthony Martial,8b788c01,182877,45000000
Jonas Martin,468fdbad,127142,2500000
Javi Martinez,7f97771d,44017,5000000
Lautaro Martinez,f7036e1c,406625,80000000
Lisandro Martinez,bac46a10,480762,23000000
Toni Martinez,f3945e07,302371,6000000
Alyaksandr Martynovich,675b0427,59352,1200000
Adam Marusic,d4535821,239802,10000000
Giorgos Masouras,9d689a5b,329517,6000000
Clinton Mata,55abe554,187718,10000000
Juan Mata,29733c72,44068,4000000
Nemanja Matic,eb7822d7,74683,8000000
Joel Matip,b217ef29,82105,18000000
Mykola Matviyenko,1adcf39e,289059,11000000
Eric Maxim Choupo-Moting,0e6bc38c,45660,3500000
Maycon,005ca692,421935,7000000
Noussair Mazraoui,b74277a0,340456,17000000
Kylian Mbappe,42fd9c7f,342229,160000000
Chancel Mbemba,e76cb9cc,203348,16000000
Weston McKennie,01c3aff5,332697,25000000
Scott McTominay,d93c2511,315969,35000000
Brandon Mechele,0a6dbbf7,236168,7000000
Arthur Melo,48b3dd60,362842,40000000
Benjamin Mendy,5271c8f1,157495,20000000
Edouard Mendy,33887998,442531,25000000
Ferland Mendy,3cefcaef,291417,50000000
Lionel Messi,d70ce98e,28003,80000000
Thomas Meunier,e162b013,100986,12000000
Simon Mignolet,d436eb94,50219,8000000
Sergej Milinkovic-Savic,4e6dbac4,266302,70000000
Eder Militao,2784f898,401530,40000000
James Milner,2f90f6b8,3333,3000000
Takumi Minamino,f833a830,165793,12000000
Oscar Mingueza,056269d7,331505,15000000
Aleksei Miranchuk,a9aa0d1d,255450,15000000
Anton Miranchuk,807e869a,255451,12000000
Luka Modric,6025fab1,27992,10000000
Kudus Mohammed,b62878a5,543499,15000000
Johan Mojica,608f2092,262939,2000000
Junior Moraes,c43e5e7e,52915,2000000
Alvaro Morata,129af0db,128223,45000000
Mateu Morey,5fd5e542,388513,7000000
Ilaix Moriba,f4c69aa6,617074,25000000
Andrei Mostovoy,dfb50e5c,362570,3000000
Youssoufa Moukoko,6ce43701,467720,18000000
Mason Mount,9674002f,346483,75000000
Maksim Mukhin,90463dba,623274,2500000
Nordi Mukiele,ac73ec79,348026,25000000
Thomas Muller,3c6089ab,58358,30000000
Luis Muriel,eb2fe5b6,119228,30000000
Vedat Muriqi,0cadc46d,256267,9000000
Mateo Musacchio,91899ca8,45653,2000000
Leon Musayev,dca7b0fb,375668,800000
Jamal Musiala,2c0558b8,580195,38000000
Enock Mwepu,1d5cab82,490307,13000000
Vitaliy Mykolenko,30d4a2e5,404842,17000000
Joakim Maehle,c459a650,369674,13000000
Nacho,2946f9a1,58884,10000000
Yuto Nagatomo,4b6960d2,79522,800000
Radja Nainggolan,1f9328da,41982,5000000
Shoya Nakajima,be60b6f4,188911,3500000
Jesus Navas,3f10bd22,15956,3000000
Keylor Navas,ecada4fc,79422,12000000
Loum Ndiaye,bcfc4473,364237,2500000
David Neres,4f1e6a0b,469822,27000000
Ruslan Neshcheret,0880e10b,417242,1000000
Neto,a9dc785c,111819,6000000
Manuel Neuer,8778c910,17259,18000000
Florian Neuhaus,36a59ba4,278332,35000000
Neymar,69384e5d,68290,100000000
Tokmac Nguen,36a79857,205586,2800000
M'Baye Niang,2054d037,157501,4500000
Saul Niguez,c14bc029,148928,40000000
Rasmus Nissen,39769cff,369684,8500000
Christopher Nkunku,7c56da38,344381,43000000
Alexander Nubel,afb0c500,195778,6000000
Gerzino Nyamsi,6043997c,378953,3500000
Steven Nzonzi,c7526c18,73734,8000000
Jan Oblak,ee8508c0,121483,70000000
Lucas Ocampos,a08b974a,189441,40000000
Alvaro Odriozola,1d1691ad,280730,10000000
Noah Okafor,ca607d59,346890,6500000
David Okereke,d125f22f,413605,2800000
Masaya Okugawa,63b9cc6d,307052,2500000
Sergio Oliveira,947e036f,112465,19000000
Dani Olmo,ae44e8e2,293385,45000000
Kristoffer Olsson,fa73ccc7,193592,3500000
Andre Onana,e9c0c1b2,234509,30000000
Jerome Onguene,e81f0356,272638,3500000
Frank Onyeka,2944f86f,421637,6000000
Willi Orban,20030c06,93740,16000000
Divock Origi,43a166b4,148368,12000000
Otavio,28b1f3ce,231289,24000000
Alex Oxlade-Chamberlain,38c7feef,143424,18000000
Berkay Ozcan,31114001,249952,3500000
Magomed Ozdoyev,3ef0af0d,137206,5000000
Cole Palmer,dc7f8a28,568177,500000
Emerson Palmieri,e0bc6fdc,181778,12000000
Kaio Pantaleao,a9be27f2,523363,1800000
Leandro Paredes,dff153a4,166237,20000000
Marco Parolo,ed5886d2,84545,1000000
Mario Pasalic,e599253a,205938,23000000
Felix Passlack,5c899683,274461,2500000
Alfonso Pastor,14e05913,537367,250000
Patric,f7223718,126729,6500000
Alan Patrick,00672021,104505,8000000
Giuliano de Paula,ab1b205d,54375,3100000
Paulinho,f3fa599d,520492,1500000
Benjamin Pavard,45a03961,353366,35000000
Dimitri Payet,58ae47b2,37647,5000000
Pedri,0d9b2d31,683840,70000000
Timothee Pembele,f8ce97ca,538998,4000000
Carlos de Pena,6b915aa1,257740,3500000
Pepe,c906ce0f,14132,1000000
Andreas Pereira,6639e500,203394,8000000
Danilo Pereira,8fd9996f,141050,20000000
Ivan Perisic,6fe90922,42460,10000000
Matteo Pessina,780e3631,332179,20000000
Sergei Petrov,17145c90,102581,3500000
Luca Pfeiffer,83e1f40e,232463,500000
Nathaniel Phillips,515ebe8d,371814,8000000
Andrea Pinamonti,08aa9cd1,315865,12000000
Gerard Pique,adfc9123,18944,10000000
lukasz Piszczek,fe2db476,25727,750000
Miralem Pjanic,ad6df2d5,44162,20000000
Alassane Plea,bc6bd723,167329,22000000
Paul Pogba,867239d3,122153,60000000
Carlos Ponck,b1579026,341516,900000
Denys Popov,67f0703d,404841,3500000
Yussuf Poulsen,d2416c2e,157635,21000000
Danila Prokhin,256ac8f4,486083,1200000
Quincy Promes,b182a240,182381,15000000
Riqui Puig,f090a37a,331511,18000000
Christian Pulisic,1bf33a9a,315779,50000000
Andriy Pyatov,34c3b935,39996,1000000
Adrien Rabiot,8794e251,182913,30000000
Nemanja Radonjic,0630eb63,245078,6000000
Stefan Radu,53de807a,44420,2000000
Rafael,9a1f2e1c,61892,2700000
Rafinha,d003e213,33947,1000000
Rafinha,0c2ac3cb,129473,15000000
Slobodan Rajkovic,9686fc54,35934,300000
Ivan Rakitic,89f951b5,32467,10000000
Yaroslav Rakitskiy,47fd5136,89222,6000000
Andre Ramalho,7483d9f9,175792,3000000
Cristian Ramirez,8a1d7b51,189485,6000000
Sergio Ramos,08511d65,25557,10000000
Aaron Ramsey,ef619b0b,50057,14000000
Lazar Randelovic,1dbfae2d,512394,2000000
Marcus Rashford,a1d5bd30,258923,85000000
Pepe Reina,e358587b,7825,800000
Reinier,6b21b7b5,627226,16000000
Karim Rekik,3376a776,182579,3000000
Marco Reus,36a3ff67,35207,13000000
Gio Reyna,7fa4e703,504215,38000000
Federico Ricca,54f5ce34,285322,3000000
Chris Richards,0a3d6d2b,578539,7500000
Mats Rits,733e7ad8,92164,5500000
Sergi Roberto,335fa267,85370,18000000
Andrew Robertson,2e4f5f03,234803,65000000
Marc Roca,da27e268,336869,10000000
Rodri,6434f10d,357565,70000000
Gerson Rodrigues,3814b753,282734,3000000
Pedro Rodrigues,20df3aaf,258018,3000000
Oscar Rodriguez Arnaiz,19709006,284884,12000000
Rodrygo,8f5e92a6,412363,35000000
Cristian Romero,a3d94a58,355915,30000000
Cristiano Ronaldo,dea698d9,8198,45000000
Valentin Rongier,ed45c4a5,332889,14000000
Marten de Roon,2a1beb34,133179,23000000
Antonio Rudiger,18b896d6,86202,28000000
Daniele Rugani,14b8fcdf,162959,5000000
Matteo Ruggeri,ae9898c5,616631,2000000
Georginio Rutter,c64c01fc,538977,3500000
Dmitrii Rybchinskii,32314605,362572,2500000
Maciej Rybus,86dd16a8,59597,2000000
Jose Sa,903b6e8b,249994,7500000
Marcel Sabitzer,e280527c,106987,42000000
Leon Sabua,4c32fb38,476142,350000
Matvei Safonov,d97b252e,318470,14000000
Hiroki Sakai,d63e2912,83002,4000000
Mohamed Salah,e342ad68,148455,100000000
Romain Salin,74733221,23974,500000
Alexis Sanchez,2c0f8e9e,40433,7500000
Jadon Sancho,dbf053da,401173,100000000
Alex Sandro,0d82903c,79960,20000000
Leroy Sane,2b114be3,192565,60000000
Morgan Sanson,6e7f1353,174094,16000000
Douglas Santos,c50e5bba,220793,16000000
Zaidu Sanusi,24051310,544784,8000000
Pablo Sarabia,9744ff80,74230,22000000
Bouna Sarr,1a4b9094,190685,4000000
Malang Sarr,4315f30d,344596,10000000
Stefan Savic,f6ac68c1,107010,25000000
Alexander Scholz,b0c7a51d,153582,2500000
Siebe Schrijvers,746fec7d,208552,2200000
Nico Schulz,fa274d97,85867,6000000
Perr Schuurs,e613313c,418543,8000000
Ruben Semedo,c904f3d5,197602,8000000
Stefano Sensi,b70bde8f,216179,13000000
Artem Shabanov,52e101a8,236468,1500000
Daniil Shamkin,e8c0cafd,601445,800000
Mykola Shaparenko,17e3e467,368611,8000000
Xherdan Shaqiri,6421ec64,86792,12000000
Luke Shaw,9c94165b,183288,35000000
Volodymyr Shepelyev,a81ed730,294746,2500000
David Siger,3d2320f7,75164,1000000
Bernardo Silva,3eb22ec9,241641,70000000
Thiago Silva,86e7deaf,29241,3000000
Aleksandr Silyanov,2690dffa,515051,300000
Pione Sisto,fd9c4805,252641,4500000
Milan Skriniar,30f5ffa9,204069,60000000
Martin Skrtel,defb905a,24180,400000
Igor Smolnikov,76d5857d,46635,1500000
Fyodor Smolov,cbbfa2e7,50355,6000000
