Player,Age,90s,mv,DF,FW,GK,MF
dea698d9,35,6.3,45000000,0,1,0,0
ed45c4a5,25,4.9,14000000,0,0,0,1
2a1beb34,29,5.3,23000000,0,0,0,1
18b896d6,27,10.3,28000000,1,0,0,0
14b8fcdf,26,0.2,5000000,1,0,0,0
ae9898c5,18,0.2,2000000,1,0,0,0
c64c01fc,18,0.2,3500000,0,1,0,0
32314605,21,1.7,2500000,0,1,0,1
86dd16a8,30,6.0,2000000,1,0,0,0
903b6e8b,27,6.0,7500000,0,0,1,0
e280527c,26,6.3,42000000,0,0,0,1
4c32fb38,19,0.4,350000,0,1,0,0
d97b252e,21,4.0,14000000,0,0,1,0
d63e2912,30,6.0,4000000,1,0,0,0
e342ad68,28,8.6,100000000,0,1,0,0
74733221,36,2.0,500000,0,0,1,0
2c0f8e9e,31,1.3,7500000,0,1,0,1
dbf053da,20,4.3,100000000,0,1,0,1
0d82903c,29,5.3,20000000,1,0,0,0
2b114be3,24,6.4,60000000,0,1,0,1
6e7f1353,25,4.1,16000000,0,0,0,1
c50e5bba,26,4.4,16000000,1,0,0,0
24051310,23,9.6,8000000,1,0,0,0
9744ff80,28,1.6,22000000,0,1,0,1
1a4b9094,28,2.1,4000000,1,0,0,0
4315f30d,21,4.7,10000000,1,0,0,0
f6ac68c1,29,7.9,25000000,1,0,0,0
b0c7a51d,27,6.0,2500000,1,0,0,0
746fec7d,24,0.3,2200000,0,0,0,1
fa274d97,27,2.3,6000000,1,0,0,0
e613313c,20,5.6,8000000,1,0,0,0
c904f3d5,26,5.9,8000000,1,0,0,0
b70bde8f,24,0.1,13000000,0,0,0,1
52e101a8,28,1.0,1500000,1,0,0,0
e8c0cafd,18,0.4,800000,0,1,0,1
17e3e467,21,4.7,8000000,0,0,0,1
6421ec64,28,1.8,12000000,0,1,0,1
9c94165b,25,3.7,35000000,1,0,0,0
a81ed730,23,2.9,2500000,0,0,0,1
3d2320f7,29,4.3,1000000,0,0,0,1
3eb22ec9,25,10.3,70000000,0,1,0,1
86e7deaf,35,6.3,3000000,1,0,0,0
2690dffa,19,0.0,300000,0,0,0,1
fd9c4805,25,3.8,4500000,0,1,0,1
30f5ffa9,25,3.0,60000000,1,0,0,0
defb905a,35,4.5,400000,1,0,0,0
76d5857d,31,5.0,1500000,1,0,0,1
cbbfa2e7,30,2.2,6000000,0,1,0,1
2ccd89a3,25,3.5,3000000,1,0,0,1
886f9aac,21,4.1,20000000,0,1,0,1
c1febb46,31,5.2,1000000,0,0,0,1
420c18a1,31,8.0,6000000,0,0,1,0
28f66c2e,18,1.8,7000000,1,0,0,0
2fd337af,24,1.7,1800000,1,0,0,0
7a435eb3,32,0.4,500000,0,1,0,1
8e8f40e0,20,0.4,800000,0,1,0,0
ac4003af,28,5.0,2000000,0,0,1,0
27d902c8,27,6.0,1500000,0,0,1,0
42130443,25,1.0,6000000,0,0,1,0
ee3519f5,30,3.2,7500000,1,0,0,1
b400bde0,25,7.2,90000000,0,1,0,0
3b1ed320,19,0.2,2500000,0,1,0,1
7cd6badb,31,5.9,5000000,0,1,0,1
5eecec3d,26,8.9,30000000,1,0,0,0
339fe0e8,25,1.0,14000000,0,0,1,0
ef2e5e1a,30,0.3,5000000,0,0,0,1
a6154613,33,5.1,15000000,0,1,0,0
1e1378e1,17,0.5,3000000,0,1,0,1
a793f5a8,17,0.1,800000,0,1,0,0
e33c06cf,24,6.0,35000000,1,0,0,0
d94653be,20,2.3,6000000,0,1,0,1
73affbb6,20,3.4,6000000,0,1,0,0
4e219ad2,26,3.1,20000000,0,1,0,0
bd20f4eb,26,2.7,2500000,1,0,0,0
9614b550,28,5.0,2000000,1,0,0,0
c71e97ba,29,3.9,4000000,0,0,0,1
01b8a2b2,30,7.3,25000000,0,0,1,0
934e1968,19,5.6,25000000,0,1,0,1
e92cd3f7,24,1.3,16000000,0,1,0,1
2475dcc6,31,6.0,18000000,0,1,0,1
f0661424,27,5.7,22000000,1,0,0,0
7272a72a,32,3.1,7000000,0,1,0,0
a0f9b535,27,0.5,5000000,0,0,0,1
4c2a5d34,28,2.2,16000000,0,1,0,0
bfe272bd,32,2.0,800000,0,0,0,1
e73c9bb2,27,3.2,20000000,1,0,0,0
6f51e382,28,5.0,60000000,0,0,1,0
5148dcc5,23,2.7,13000000,0,1,0,1
7120a04d,20,5.7,20000000,0,1,0,1
2b9fdeea,27,5.3,17000000,0,1,0,1
6f8cd6d0,22,6.6,35000000,0,1,0,0
6b8887c2,22,0.1,1200000,0,1,0,0
41034650,19,0.0,11000000,1,0,0,0
652d4c37,25,2.8,20000000,0,0,0,1
c56dc39e,29,6.9,15000000,1,0,0,0
f93c876b,34,2.5,350000,1,0,0,1
52611641,24,0.5,20000000,0,0,0,1
9e1035f8,20,4.0,50000000,0,1,0,0
58a9a4d9,25,3.1,13000000,0,1,0,1
a4b1028a,28,6.0,8000000,1,0,0,0
096a77c4,32,0.3,600000,0,1,0,0
77e39b04,20,3.7,22000000,0,1,0,1
21512407,29,6.8,20000000,1,0,0,0
41f0b196,18,5.0,8000000,0,0,1,0
5d0e0a1f,18,2.7,12000000,1,0,0,0
f315ca93,24,1.4,8000000,1,0,0,0
f7e87032,22,4.7,25000000,0,1,0,1
2baec6ce,22,2.3,8000000,1,0,0,0
ed140063,27,5.8,3100000,0,1,0,1
1a799243,34,6.0,800000,1,0,0,0
3eed9821,26,0.4,8000000,1,0,0,0
d248cd8f,21,6.7,60000000,1,0,0,0
b997c3de,29,8.3,15000000,0,0,0,1
9ddb85e8,20,2.5,2500000,0,0,0,1
01da7812,25,2.7,3000000,0,1,0,1
7b456af7,31,2.0,4000000,0,0,1,0
7a4cea18,35,2.8,1000000,0,1,0,1
9778d8dd,25,1.0,2500000,1,0,0,0
0959c2a2,22,5.4,65000000,1,0,0,1
21453b2e,19,0.0,500000,1,0,0,0
2bf50b37,18,0.1,1200000,1,0,0,0
392a7aea,27,5.9,13000000,0,0,0,1
9f8e9423,27,9.0,70000000,1,0,0,0
467bae22,31,1.0,4000000,0,1,0,1
fd51b456,29,8.0,15000000,1,1,0,0
2ebc1b44,26,3.2,5500000,0,1,0,0
1467af0d,27,5.6,55000000,0,1,0,1
f5f2ec59,33,0.5,300000,0,1,0,1
67cdbc0e,33,3.2,3500000,0,0,0,1
6412cc03,20,1.8,9000000,0,1,0,1
c7069d87,25,4.3,8000000,0,0,0,1
b937e490,21,0.2,5000000,1,1,0,0
da1185fc,30,4.7,8000000,0,0,0,1
d4f034db,20,1.4,3000000,1,0,0,0
db750822,30,0.3,4000000,1,0,0,1
e4d5e2ae,18,0.0,400000,0,0,0,1
c24544c7,32,5.7,4000000,0,0,0,1
d0d8dd44,28,6.0,50000000,1,0,0,0
d2795011,22,2.1,1500000,1,1,0,0
86dd77d1,30,10.9,28000000,1,0,0,0
9e525177,22,5.2,40000000,1,0,0,0
5da33b33,25,2.3,9000000,0,1,0,1
33b11df6,22,1.6,17000000,0,1,0,1
b69261a0,34,2.4,600000,1,0,0,0
49fe9070,24,9.0,65000000,0,1,0,1
eb58eef0,29,8.0,30000000,0,0,0,1
5e74d6c8,19,0.7,10000000,1,0,0,0
dd323728,19,2.1,8000000,1,0,0,0
012c975a,19,3.7,5000000,1,0,0,0
5dfc6ad5,31,4.0,9000000,1,0,0,1
4b803b3c,22,5.7,8000000,1,0,0,0
be42a291,21,0.9,8000000,0,1,0,1
be927d03,35,4.6,1000000,1,0,0,0
88968486,17,6.0,6000000,1,0,0,0
a4effc55,21,0.2,18000000,1,0,0,0
384d58d9,23,3.2,30000000,1,0,0,1
d3de9af0,29,5.8,33000000,0,1,0,0
ed87a229,23,1.2,4000000,0,0,0,1
ed2b33cb,36,1.8,300000,1,0,0,1
833a8fbc,26,5.9,2000000,1,0,0,0
51cf8561,23,6.5,25000000,1,0,0,0
028e70b9,19,0.1,8000000,0,0,0,1
6622454d,27,3.9,38000000,0,1,0,1
ce4246f5,25,5.0,32000000,1,0,0,0
adfbe1f5,23,4.3,2000000,0,1,0,1
79300479,21,1.5,40000000,0,0,0,1
