,Player,Age,90s,mv,DF,FW,GK,MF,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG
302,7111d552,20,7.0,40000000,0,1,0,0,0.43,2.43,0.71,29.4,2.41,0.71,0.18,0.6,14.4,0.0,0.0,0.0,0.41,0.41,0.17,0.01,0.01
303,dba67bc4,32,5.1,2500000,0,0,0,1,0.2,1.18,0.39,33.3,1.17,0.39,0.17,0.5,21.8,0.0,0.0,0.0,0.04,0.04,0.04,0.16,0.16
304,d29202c2,25,5.1,3000000,0,1,0,0,0.0,1.57,0.0,0.0,1.58,0.0,0.0,,10.4,0.0,0.0,0.0,0.18,0.18,0.11,-0.18,-0.18
305,2d61d13a,20,3.5,25000000,1,0,0,0,0.0,0.29,0.0,0.0,0.28,0.0,0.0,,7.3,0.0,0.0,0.0,0.03,0.03,0.1,-0.03,-0.03
306,d2800f47,25,5.4,11000000,0,0,0,1,0.56,2.41,0.74,30.8,2.41,0.74,0.23,0.75,19.3,0.19,0.0,0.0,0.11,0.11,0.05,0.44,0.44
307,091c86e2,19,0.1,450000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
308,81d3318f,24,2.0,6500000,0,0,0,1,0.0,1.0,0.0,0.0,1.01,0.0,0.0,,29.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
309,cc77354e,20,4.3,37000000,0,0,0,1,0.0,0.7,0.0,0.0,0.7,0.0,0.0,,23.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
310,768b28d0,30,0.2,1000000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
311,b825a650,29,4.1,10000000,0,0,0,1,0.0,0.73,0.24,33.3,0.73,0.24,0.0,0.0,24.1,0.0,0.0,0.0,0.05,0.05,0.05,-0.05,-0.05
312,b9fbae28,29,7.9,55000000,0,0,0,1,0.0,0.25,0.0,0.0,0.25,0.0,0.0,,8.5,0.0,0.0,0.0,0.03,0.03,0.12,-0.03,-0.03
313,0eac2f24,19,0.1,150000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
314,1bd5735a,28,2.5,5000000,1,0,0,0,0.0,0.4,0.4,100.0,0.4,0.4,0.0,0.0,13.4,0.0,0.0,0.0,0.08,0.08,0.17,-0.08,-0.08
315,b0b902c8,25,3.1,7000000,1,0,0,0,0.0,0.97,0.32,33.3,0.96,0.32,0.0,0.0,19.8,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
316,3d50bcdb,20,4.9,35000000,0,1,0,0,0.61,2.24,1.02,45.5,2.24,1.02,0.27,0.6,14.0,0.0,0.0,0.0,0.29,0.29,0.13,0.33,0.33
317,dc52c72f,26,6.0,5000000,1,0,0,0,0.0,0.17,0.17,100.0,0.17,0.17,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
318,51dbeea9,23,0.8,25000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
319,f25c8e3a,25,1.6,32000000,0,0,0,1,0.0,0.62,0.62,100.0,0.62,0.62,0.0,0.0,17.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
320,62d7ef38,21,2.0,2500000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
321,2fabebc0,33,6.0,1500000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
322,14e8fe86,25,3.6,2200000,0,0,0,1,0.28,0.56,0.0,0.0,0.55,0.0,0.0,,18.1,0.0,0.28,0.28,0.25,0.06,0.09,0.03,-0.06
323,862fa9fb,27,3.3,3000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
324,49296448,25,6.8,90000000,0,0,0,1,0.15,1.62,0.44,27.3,1.61,0.44,0.09,0.33,20.5,0.15,0.0,0.0,0.18,0.18,0.11,-0.03,-0.03
325,aef6e670,24,10.9,40000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
326,15fd5593,27,5.0,17000000,0,0,0,1,0.0,0.6,0.2,33.3,0.6,0.2,0.0,0.0,12.9,0.0,0.0,0.0,0.14,0.14,0.25,-0.14,-0.14
327,f4ceb85b,26,0.6,4500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
328,ca8033cb,24,2.0,27000000,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,15.5,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05
329,4c3a6744,21,1.7,14000000,0,1,0,1,0.59,1.76,0.59,33.3,1.81,0.6,0.33,1.0,14.7,0.0,0.0,0.0,0.35,0.35,0.18,0.24,0.24
330,19a967ab,18,1.5,3000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
331,6747869d,20,4.5,12500000,0,1,0,0,0.0,2.22,0.67,30.0,2.21,0.66,0.0,0.0,14.8,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
332,9fc2531b,27,0.3,4000000,0,1,0,0,3.33,6.67,6.67,100.0,6.21,6.21,0.5,0.5,10.6,0.0,0.0,0.0,1.67,1.67,0.24,1.67,1.67
333,55126f3b,28,7.4,60000000,0,0,0,1,0.0,1.08,0.0,0.0,1.09,0.0,0.0,,22.7,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
334,eda40760,34,1.0,1500000,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,23.7,1.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
335,5ed9b537,21,5.3,35000000,1,0,0,0,0.0,0.57,0.19,33.3,0.57,0.19,0.0,0.0,7.5,0.0,0.0,0.0,0.06,0.06,0.11,-0.06,-0.06
336,f38cc3b3,21,3.0,2000000,1,0,0,0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,31.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
337,1f3afdcb,19,5.0,13000000,1,0,0,0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
338,866c67e9,17,0.5,500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
339,4d1666ff,21,5.7,60000000,1,0,0,0,0.18,1.58,0.88,55.6,1.57,0.87,0.11,0.2,14.6,0.0,0.0,0.0,0.12,0.12,0.07,0.05,0.05
340,b79d8e93,26,1.9,800000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
341,79c0821a,26,6.7,45000000,0,0,0,1,0.0,1.04,0.0,0.0,1.05,0.0,0.0,,23.1,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06
342,9d60028d,24,2.4,5000000,0,0,0,1,0.0,0.83,0.0,0.0,0.82,0.0,0.0,,22.0,0.0,0.0,0.0,0.08,0.08,0.12,-0.08,-0.08
343,8690eef7,23,0.6,1300000,0,1,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
344,496aeede,29,6.9,7000000,0,0,0,1,0.0,0.43,0.0,0.0,0.43,0.0,0.0,,15.5,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03
345,43cd8b69,27,0.8,4000000,0,1,0,0,0.0,1.25,0.0,0.0,1.22,0.0,0.0,,59.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
346,6ce1f46f,30,10.7,40000000,0,0,0,1,0.0,1.31,0.47,35.7,1.31,0.47,0.0,0.0,26.4,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04
347,a802405e,22,1.8,1500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
348,580d52dd,30,4.0,15000000,0,0,0,1,0.0,0.75,0.0,0.0,0.75,0.0,0.0,,27.7,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
349,292a652a,29,1.0,4000000,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
350,c01f247a,22,4.0,2500000,0,0,0,1,0.0,0.25,0.25,100.0,0.25,0.25,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
351,df3cda47,20,3.0,40000000,0,1,0,1,0.0,2.0,0.67,33.3,2.01,0.67,0.0,0.0,15.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
352,41e7ef1c,27,4.2,12000000,1,0,0,0,0.0,0.95,0.48,50.0,0.95,0.48,0.0,0.0,16.2,0.0,0.0,0.0,0.12,0.12,0.12,-0.12,-0.12
353,d4e93bab,27,4.9,8000000,0,1,0,1,0.0,0.2,0.2,100.0,0.2,0.2,0.0,0.0,14.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02
354,ebc56869,27,2.0,4000000,0,1,0,1,0.0,2.5,1.0,40.0,2.46,0.98,0.0,0.0,16.8,0.5,0.0,0.0,0.6,0.6,0.24,-0.6,-0.6
355,22798128,23,2.5,2000000,0,0,0,1,0.0,1.2,0.4,33.3,1.22,0.41,0.0,0.0,20.4,0.0,0.0,0.0,0.04,0.04,0.04,-0.04,-0.04
356,4aea5077,27,7.6,12500000,1,0,0,0,0.0,0.13,0.13,100.0,0.13,0.13,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
357,c283ddef,23,0.1,6000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
358,864db10a,29,0.1,800000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
359,8e034340,21,3.3,22000000,0,1,0,1,0.3,1.82,0.91,50.0,1.82,0.91,0.17,0.33,17.6,0.0,0.0,0.0,0.09,0.09,0.06,0.21,0.21
360,119b9a8e,26,3.1,45000000,1,0,0,0,0.0,0.32,0.0,0.0,0.32,0.0,0.0,,8.0,0.0,0.0,0.0,0.03,0.03,0.12,-0.03,-0.03
361,016ff750,24,2.7,10000000,1,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
362,02caf6e0,26,3.6,21000000,1,0,0,0,0.0,0.28,0.28,100.0,0.28,0.28,0.0,0.0,13.0,0.0,0.0,0.0,0.11,0.11,0.42,-0.11,-0.11
363,7cf431a5,24,2.4,4000000,0,1,0,1,0.0,2.08,0.0,0.0,2.11,0.0,0.0,,15.2,0.0,0.0,0.0,0.25,0.25,0.13,-0.25,-0.25
364,c4987edc,21,2.0,10000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
365,4c78b5ed,33,3.9,3500000,0,0,0,1,0.0,0.51,0.0,0.0,0.51,0.0,0.0,,18.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
366,4dbd0916,24,2.1,25000000,1,0,0,1,0.0,0.48,0.0,0.0,0.47,0.0,0.0,,3.6,0.0,0.0,0.0,0.14,0.14,0.26,-0.14,-0.14
367,4f28a6ff,25,6.2,25000000,1,0,0,0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,,7.0,0.0,0.0,0.0,0.02,0.02,0.1,-0.02,-0.02
368,8d78e732,31,5.7,60000000,0,1,0,0,0.88,3.68,1.4,38.1,3.69,1.41,0.14,0.38,15.3,0.7,0.35,0.35,0.95,0.68,0.18,-0.07,-0.16
369,b1dae700,22,0.4,2000000,0,1,0,1,0.0,2.5,0.0,0.0,2.81,0.0,0.0,,21.0,0.0,0.0,0.0,0.25,0.25,0.06,-0.25,-0.25
370,d6e53a3a,20,4.5,75000000,1,0,0,0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,,9.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
371,f5deef4c,26,4.4,24000000,1,0,0,0,0.0,0.45,0.23,50.0,0.46,0.23,0.0,0.0,15.1,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
372,49b45985,22,0.8,1500000,0,0,0,1,1.25,1.25,1.25,100.0,1.3,1.3,1.0,1.0,7.2,0.0,0.0,0.0,0.12,0.12,0.07,1.12,1.12
373,02c15616,25,7.3,80000000,1,0,0,1,0.14,1.51,0.41,27.3,1.51,0.41,0.09,0.33,18.9,0.0,0.0,0.0,0.12,0.12,0.08,0.01,0.01
374,ed9f7cfe,22,4.2,25000000,1,0,0,0,0.0,0.71,0.48,66.7,0.71,0.47,0.0,0.0,21.0,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
375,1a2935f6,31,4.3,10000000,1,0,0,0,0.0,0.93,0.23,25.0,0.94,0.23,0.0,0.0,24.2,0.23,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
376,0176f037,31,4.1,650000,1,0,0,0,0.0,1.46,0.0,0.0,1.46,0.0,0.0,,26.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
377,921f6058,30,2.3,10000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
378,520c318f,29,4.2,5000000,0,1,0,0,0.0,0.95,0.48,50.0,0.94,0.47,0.0,0.0,17.8,0.0,0.0,0.0,0.07,0.07,0.08,-0.07,-0.07
379,5eae500a,27,4.9,100000000,0,1,0,0,0.82,3.06,1.63,53.3,3.03,1.62,0.27,0.5,11.8,0.41,0.0,0.0,0.63,0.63,0.21,0.18,0.18
380,7fd58fe3,34,1.2,1000000,1,0,0,0,0.0,0.83,0.0,0.0,0.86,0.0,0.0,,18.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
381,22aba139,25,0.5,500000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
382,d4133fa1,30,5.9,5000000,0,0,0,1,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,19.8,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
383,922da988,24,5.0,2500000,0,1,0,1,0.2,1.4,0.8,57.1,1.4,0.8,0.0,0.0,19.2,0.2,0.2,0.2,0.24,0.08,0.06,-0.04,-0.08
384,6d7e4b06,20,1.0,600000,0,1,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
385,b088363d,21,2.2,1500000,0,0,0,1,0.0,0.45,0.0,0.0,0.46,0.0,0.0,,22.6,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05
386,d8931174,27,5.0,45000000,1,0,0,0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,,9.0,0.0,0.0,0.0,0.04,0.04,0.08,-0.04,-0.04
387,892d5bb1,29,9.0,42000000,0,1,0,1,0.44,2.78,1.11,40.0,2.77,1.11,0.12,0.3,15.6,0.11,0.11,0.11,0.5,0.41,0.15,-0.06,-0.08
388,73fc8cc3,29,1.0,1200000,0,1,0,1,0.0,4.0,1.0,25.0,4.14,1.03,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
389,6853490f,23,2.7,22000000,0,1,0,1,0.0,2.59,0.74,28.6,2.6,0.74,0.0,0.0,22.9,0.0,0.0,0.0,0.11,0.11,0.04,-0.11,-0.11
390,48d5bd33,27,1.5,30000000,0,0,0,1,0.0,3.33,1.33,40.0,3.31,1.32,0.0,0.0,24.9,0.0,0.0,0.0,0.13,0.13,0.04,-0.13,-0.13
391,e27fdbca,26,8.3,7000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
392,1d2d5cc8,35,6.0,2000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
393,c691bfe2,28,7.9,85000000,0,1,0,0,0.38,2.03,0.89,43.8,2.02,0.88,0.19,0.43,13.7,0.0,0.0,0.0,0.33,0.33,0.16,0.05,0.05
394,e54a9890,22,0.9,12000000,1,0,0,0,0.0,1.11,0.0,0.0,1.08,0.0,0.0,,28.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
395,603116a7,32,1.8,7500000,1,0,0,0,0.0,0.56,0.0,0.0,0.54,0.0,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
396,853b7c48,32,9.3,9000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
397,05a84d52,29,8.2,10000000,0,1,0,0,0.24,1.71,1.1,64.3,1.7,1.09,0.14,0.22,15.2,0.0,0.0,0.0,0.29,0.29,0.17,-0.05,-0.05
398,f0da930c,25,3.7,60000000,1,0,0,0,0.27,1.35,0.27,20.0,1.34,0.27,0.2,1.0,11.7,0.0,0.0,0.0,0.05,0.05,0.03,0.22,0.22
399,5c4dc0ff,26,1.2,10000000,0,1,0,0,0.0,2.5,1.67,66.7,2.5,1.67,0.0,0.0,13.1,0.0,0.0,0.0,0.17,0.17,0.05,-0.17,-0.17
400,a3b0ed18,34,6.0,1000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
401,82a39b66,20,0.9,4000000,0,1,0,1,0.0,1.11,0.0,0.0,1.08,0.0,0.0,,19.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
402,c864997f,26,0.0,700000,0,1,0,0,,,,,0.0,0.0,,,,,,,,,,,
403,9139bb12,32,4.7,5000000,0,0,0,1,0.0,0.64,0.21,33.3,0.63,0.21,0.0,0.0,16.9,0.0,0.0,0.0,0.13,0.13,0.19,-0.13,-0.13
404,d5f2f82b,26,9.1,75000000,1,0,0,1,0.33,0.88,0.33,37.5,0.88,0.33,0.38,1.0,8.6,0.0,0.0,0.0,0.26,0.26,0.31,0.07,0.07
405,8b788c01,24,4.7,45000000,0,1,0,0,0.43,1.49,0.43,28.6,1.48,0.42,0.14,0.5,15.2,0.0,0.21,0.21,0.43,0.26,0.18,0.0,-0.04
406,468fdbad,30,1.0,2500000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
407,7f97771d,31,2.1,5000000,0,0,0,1,0.0,0.48,0.0,0.0,0.47,0.0,0.0,,6.0,0.0,0.0,0.0,0.14,0.14,0.27,-0.14,-0.14
408,f7036e1c,22,4.5,80000000,0,1,0,0,0.22,4.22,1.11,26.3,4.22,1.11,0.05,0.2,11.9,0.0,0.0,0.0,0.56,0.56,0.14,-0.33,-0.33
409,bac46a10,22,3.3,23000000,1,0,0,0,0.0,0.61,0.3,50.0,0.6,0.3,0.0,0.0,19.5,0.0,0.0,0.0,0.06,0.06,0.08,-0.06,-0.06
410,f3945e07,23,1.1,6000000,0,1,0,0,0.0,2.73,0.91,33.3,2.62,0.87,0.0,0.0,18.8,0.0,0.0,0.0,0.09,0.09,0.04,-0.09,-0.09
411,675b0427,32,5.0,1200000,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,16.5,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06
412,d4535821,27,8.0,10000000,1,0,0,0,0.0,0.25,0.12,50.0,0.25,0.12,0.0,0.0,16.0,0.0,0.0,0.0,0.01,0.01,0.05,-0.01,-0.01
413,9d689a5b,26,3.2,6000000,0,1,0,1,0.0,0.62,0.0,0.0,0.63,0.0,0.0,,19.1,0.0,0.0,0.0,0.09,0.09,0.15,-0.09,-0.09
414,55abe554,27,5.9,10000000,1,0,0,0,0.0,0.34,0.0,0.0,0.34,0.0,0.0,,6.0,0.0,0.0,0.0,0.05,0.05,0.16,-0.05,-0.05
415,29733c72,32,0.7,4000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
416,eb7822d7,31,2.5,8000000,1,0,0,1,0.0,0.4,0.0,0.0,0.41,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
417,b217ef29,28,1.9,18000000,1,0,0,0,0.0,0.53,0.0,0.0,0.52,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
418,1adcf39e,24,3.3,11000000,1,0,0,0,0.0,0.3,0.3,100.0,0.3,0.3,0.0,0.0,8.0,0.0,0.0,0.0,0.06,0.06,0.15,-0.06,-0.06
419,0e6bc38c,31,4.3,3500000,0,1,0,0,0.93,2.79,1.63,58.3,2.82,1.64,0.33,0.57,12.0,0.0,0.0,0.0,0.47,0.47,0.17,0.47,0.47
420,005ca692,23,4.1,7000000,0,0,0,1,0.0,0.49,0.0,0.0,0.49,0.0,0.0,,20.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
421,b74277a0,22,5.3,17000000,1,0,0,0,0.19,1.7,0.75,44.4,1.7,0.75,0.11,0.25,22.0,0.0,0.0,0.0,0.09,0.09,0.05,0.09,0.09
422,42fd9c7f,21,10.0,160000000,0,1,0,0,0.8,2.9,1.2,41.4,2.9,1.2,0.21,0.5,15.4,0.0,0.2,0.2,0.61,0.46,0.16,0.19,0.14
423,e76cb9cc,25,10.3,16000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
424,01c3aff5,21,4.5,25000000,0,0,0,1,0.22,1.11,0.67,60.0,1.12,0.67,0.2,0.33,13.7,0.0,0.0,0.0,0.16,0.16,0.14,0.07,0.07
425,d93c2511,23,3.8,35000000,0,0,0,1,0.0,1.58,0.53,33.3,1.57,0.52,0.0,0.0,13.7,0.0,0.0,0.0,0.08,0.08,0.04,-0.08,-0.08
426,0a6dbbf7,27,2.0,7000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
427,48b3dd60,23,3.7,40000000,0,0,0,1,0.0,0.81,0.0,0.0,0.81,0.0,0.0,,24.3,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
428,5271c8f1,26,0.9,20000000,1,0,0,0,0.0,1.11,0.0,0.0,1.17,0.0,0.0,,27.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
429,33887998,28,12.0,25000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
430,3cefcaef,25,10.7,50000000,1,0,0,0,0.09,0.56,0.28,50.0,0.56,0.28,0.17,0.33,17.8,0.0,0.0,0.0,0.03,0.03,0.04,0.07,0.07
431,d70ce98e,33,6.0,80000000,0,1,0,1,0.83,5.33,2.5,46.9,5.33,2.5,0.03,0.07,22.3,1.33,0.67,0.83,1.05,0.42,0.08,-0.22,-0.25
432,e162b013,28,3.9,12000000,1,0,0,0,0.0,0.51,0.0,0.0,0.52,0.0,0.0,,15.6,0.0,0.0,0.0,0.13,0.13,0.26,-0.13,-0.13
433,d436eb94,32,5.0,8000000,0,0,1,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
434,4e6dbac4,25,6.5,70000000,0,0,0,1,0.0,1.54,0.77,50.0,1.54,0.77,0.0,0.0,20.5,0.0,0.0,0.0,0.15,0.15,0.1,-0.15,-0.15
435,2784f898,22,5.3,40000000,1,0,0,0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,28.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
436,2f90f6b8,34,4.0,3000000,0,0,0,1,0.0,1.25,0.25,20.0,1.24,0.25,0.0,0.0,21.3,0.0,0.0,0.0,0.05,0.05,0.05,-0.05,-0.05
437,f833a830,25,2.1,12000000,0,1,0,1,0.0,1.43,0.95,66.7,1.45,0.97,0.0,0.0,16.5,0.0,0.0,0.0,0.19,0.19,0.12,-0.19,-0.19
438,056269d7,21,2.7,15000000,1,0,0,0,0.0,0.74,0.0,0.0,0.74,0.0,0.0,,6.4,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04
439,a9aa0d1d,24,0.3,15000000,0,1,0,1,3.33,3.33,3.33,100.0,3.75,3.75,1.0,1.0,17.7,0.0,0.0,0.0,0.33,0.33,0.07,3.0,3.0
440,807e869a,24,5.1,12000000,0,0,0,1,0.59,0.98,0.39,40.0,0.99,0.39,0.2,0.5,22.1,0.0,0.39,0.39,0.43,0.14,0.14,0.16,0.06
441,6025fab1,34,10.1,10000000,0,0,0,1,0.1,1.19,0.3,25.0,1.18,0.3,0.08,0.33,21.8,0.0,0.0,0.0,0.08,0.08,0.06,0.02,0.02
442,b62878a5,19,0.1,15000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
443,608f2092,27,1.1,2000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
444,c43e5e7e,33,1.8,2000000,0,1,0,0,0.0,1.11,0.56,50.0,1.13,0.57,0.0,0.0,17.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
445,129af0db,27,6.6,45000000,0,1,0,0,0.91,2.73,1.67,61.1,2.71,1.66,0.33,0.55,14.1,0.0,0.0,0.0,0.47,0.47,0.17,0.44,0.44
446,5fd5e542,20,5.0,7000000,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
447,f4c69aa6,17,0.1,25000000,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
448,dfb50e5c,22,2.2,3000000,1,1,0,0,0.0,1.82,0.0,0.0,1.83,0.0,0.0,,19.3,0.0,0.0,0.0,0.18,0.18,0.1,-0.18,-0.18
449,6ce43701,15,0.4,18000000,0,1,0,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
450,9674002f,21,8.4,75000000,0,1,0,1,0.24,1.43,0.48,33.3,1.43,0.48,0.17,0.5,15.8,0.0,0.0,0.0,0.21,0.21,0.15,0.02,0.02
451,90463dba,18,0.5,2500000,0,0,0,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,28.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
452,ac73ec79,22,6.1,25000000,1,0,0,0,0.16,0.66,0.33,50.0,0.66,0.33,0.25,0.5,13.5,0.0,0.0,0.0,0.05,0.05,0.07,0.11,0.11
453,3c6089ab,30,7.0,30000000,0,1,0,1,0.29,1.57,0.86,54.5,1.57,0.86,0.09,0.17,13.2,0.0,0.14,0.14,0.3,0.19,0.12,-0.01,-0.04
