,Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err
113,5fcb90ac,24,0.7,1500000,1,0,0,0,7.14,2.86,5.71,1.43,0.0,2.86,5.71,50.0,2.86,11.43,4.29,37.5,7.14,4.29,0.0,2.86,0.0,0.0,2.86,1.43,8.57,2.86,0.0
114,b3a712de,28,3.2,10000000,0,1,0,1,0.94,0.62,0.0,0.62,0.31,0.62,2.5,25.0,1.88,12.5,2.5,20.0,5.0,4.69,2.81,1.56,0.0,0.0,1.56,1.25,2.19,0.62,0.0
115,d5dafedb,18,1.0,150000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,16.0,5.0,31.3,7.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
116,042e8a49,24,6.0,65000000,0,1,0,0,1.5,0.67,0.67,0.5,0.33,1.0,2.17,46.2,1.17,22.17,5.33,24.1,4.83,8.5,8.83,0.67,0.0,0.0,0.67,0.33,1.83,0.5,0.0
117,5ef3d210,17,0.1,8000000,0,0,0,1,20.0,10.0,0.0,20.0,0.0,20.0,20.0,100.0,0.0,40.0,20.0,50.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
118,0331786b,24,2.3,1500000,1,0,0,0,0.87,0.87,0.0,0.87,0.0,0.43,0.87,50.0,0.43,9.13,3.04,33.3,2.61,4.78,1.74,1.74,0.0,0.0,1.74,2.61,3.48,2.61,0.0
119,6ceef869,34,4.5,1000000,1,0,0,0,2.22,1.11,1.78,0.44,0.0,1.11,1.56,71.4,0.44,8.44,3.78,44.7,6.67,1.78,0.0,2.44,1.56,0.0,0.89,2.0,4.22,7.78,0.22
120,fb938d24,27,8.4,30000000,0,1,0,1,1.55,1.19,1.07,0.36,0.12,0.48,1.31,36.4,0.83,12.02,3.1,25.7,3.81,5.24,2.98,1.55,0.0,0.0,1.55,1.55,3.1,0.71,0.12
121,01eb744d,25,5.4,40000000,0,1,0,1,1.3,0.74,0.37,0.56,0.37,0.19,1.48,12.5,1.3,20.19,4.26,21.1,3.15,8.15,8.89,1.48,0.0,0.0,1.48,0.37,1.67,0.93,0.0
122,45b9b619,25,7.4,30000000,0,1,0,0,0.54,0.54,0.41,0.14,0.0,0.14,1.08,12.5,0.95,10.27,2.16,21.1,1.89,4.73,3.65,0.54,0.27,0.0,0.27,0.27,0.81,0.68,0.0
123,93fffbcf,20,1.0,6000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,4fa7cb9b,29,2.6,6000000,0,1,0,1,0.38,0.38,0.0,0.0,0.38,0.0,0.0,,0.0,13.85,4.62,33.3,2.69,3.85,7.31,0.0,0.0,0.0,0.0,0.38,0.77,0.0,0.0
125,1840e36d,28,12.0,60000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
126,0ef89a37,28,1.5,30000000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,12.67,4.0,31.6,1.33,5.33,6.0,0.67,0.67,0.0,0.0,2.0,2.0,0.0,0.0
127,06f33dc8,25,2.7,2500000,0,1,0,0,0.74,0.74,0.0,0.0,0.74,0.0,1.48,0.0,1.48,15.56,3.33,21.4,0.37,7.04,8.15,1.11,0.0,0.0,1.11,0.0,0.74,0.0,0.0
128,0ab1f153,32,6.1,16000000,1,0,0,0,2.62,1.97,1.15,0.98,0.49,1.48,3.28,45.0,1.8,11.48,3.93,34.3,4.59,4.92,1.97,0.98,0.16,0.0,0.82,1.15,3.77,0.98,0.0
129,5722eced,20,2.6,7000000,0,1,0,1,3.46,2.69,1.15,1.15,1.15,0.77,2.69,28.6,1.92,27.69,8.08,29.2,8.08,13.46,6.15,1.54,0.0,0.0,1.54,0.0,3.46,0.0,0.0
130,4c14af32,19,0.3,300000,0,0,0,1,10.0,3.33,3.33,0.0,6.67,3.33,6.67,50.0,3.33,20.0,3.33,16.7,10.0,3.33,6.67,0.0,0.0,0.0,0.0,0.0,10.0,3.33,0.0
131,44eb9093,31,3.4,5000000,1,0,0,0,2.06,0.59,0.29,0.59,1.18,0.29,1.76,16.7,1.47,12.35,2.06,16.7,3.53,4.12,4.71,0.88,0.0,0.0,0.88,0.88,2.94,1.47,0.0
132,1ec7e1c5,32,5.8,2000000,1,0,0,0,1.03,1.03,0.69,0.34,0.0,0.34,0.34,100.0,0.0,2.59,1.38,53.3,1.55,1.03,0.0,1.72,0.69,0.0,1.03,0.0,1.03,4.48,0.0
133,29c02c9f,21,2.5,12000000,1,0,0,0,4.8,2.0,3.2,1.2,0.4,2.0,5.2,38.5,3.2,21.2,5.6,26.4,15.2,4.4,1.6,3.2,0.8,0.0,2.4,1.2,6.0,3.6,0.0
134,db4ed67b,24,5.4,16000000,0,0,0,1,2.96,2.04,1.11,1.67,0.19,0.74,2.22,33.3,1.48,22.78,6.3,27.6,7.22,12.04,3.52,2.96,0.19,0.0,2.78,0.56,3.52,1.85,0.0
135,ca45605e,21,2.3,22000000,0,1,0,0,2.17,0.87,0.87,0.87,0.43,0.0,1.3,0.0,1.3,12.61,4.78,37.9,1.74,3.04,7.83,0.87,0.0,0.0,0.87,1.3,3.48,0.87,0.0
136,94b2001f,29,6.3,20000000,1,0,0,0,3.02,1.75,1.59,1.11,0.32,2.22,3.33,66.7,1.11,8.89,1.11,12.5,3.65,3.33,1.9,1.75,0.48,0.0,1.27,1.43,4.44,2.06,0.16
137,96e0490d,30,1.9,7000000,1,0,0,0,1.05,0.53,0.0,0.53,0.53,0.53,3.16,16.7,2.63,13.68,4.74,34.6,3.16,5.26,5.26,1.05,0.0,0.0,1.05,0.53,1.58,1.05,0.0
138,d781d855,19,3.6,70000000,1,0,0,0,2.22,0.83,1.11,1.11,0.0,1.39,2.78,50.0,1.39,17.22,4.17,24.2,6.11,5.83,5.28,2.5,0.56,0.28,1.94,3.33,5.56,0.83,0.0
139,e46012d4,29,7.4,100000000,0,1,0,1,1.35,0.95,0.14,0.54,0.68,0.14,2.57,5.3,2.43,25.0,5.54,22.2,2.3,8.24,14.46,1.76,0.27,0.0,1.49,0.68,2.03,0.41,0.0
140,2ef7c612,19,5.1,16000000,1,1,0,0,2.35,1.37,0.59,0.78,0.98,0.39,1.18,33.3,0.78,24.12,6.08,25.2,2.35,9.22,12.55,2.35,0.2,0.0,2.16,0.39,2.75,0.39,0.0
141,4b77bb89,19,0.2,4000000,0,1,0,1,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,30.0,10.0,33.3,5.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0
142,0be95d34,24,1.5,4500000,0,1,0,1,1.33,1.33,0.0,0.0,1.33,0.67,4.0,16.7,3.33,21.33,4.0,18.8,5.33,11.33,4.67,0.67,0.0,0.0,0.67,0.67,2.0,0.0,0.0
143,fe641c1a,28,4.8,15000000,1,0,0,1,2.92,2.08,0.83,1.88,0.21,0.21,1.04,20.0,0.83,18.54,6.25,33.7,6.67,10.21,1.67,1.88,0.21,0.0,1.67,1.25,4.17,1.67,0.0
144,6b6cbca4,28,3.5,4300000,1,0,0,0,0.29,0.29,0.29,0.0,0.0,0.29,0.57,50.0,0.29,6.57,2.86,43.5,3.14,3.43,0.0,2.0,1.14,0.0,0.86,1.14,1.43,4.0,0.29
145,e7986081,24,0.5,20000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,2.0,14.3,0.0,12.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
146,b19db005,23,4.2,50000000,0,1,0,0,0.71,0.71,0.24,0.48,0.0,0.24,2.38,10.0,2.14,12.14,3.57,29.4,3.1,4.52,4.52,0.24,0.0,0.0,0.24,0.95,1.67,0.0,0.0
147,e3cceee6,22,4.4,28000000,1,0,0,0,0.91,0.68,0.91,0.0,0.0,0.45,0.68,66.7,0.23,7.73,3.18,41.2,4.32,2.95,0.45,1.59,0.23,0.0,1.36,0.45,1.36,2.95,0.45
148,2c44a35d,22,3.8,5000000,0,1,0,1,1.58,0.26,0.79,0.79,0.0,0.79,1.05,75.0,0.26,20.79,5.79,27.8,2.63,8.95,9.21,1.32,0.0,0.0,1.32,0.0,1.58,0.0,0.0
149,85686f86,31,1.8,1500000,0,1,0,0,1.11,1.11,1.11,0.0,0.0,0.56,1.11,50.0,0.56,16.11,3.33,20.7,5.56,6.67,3.89,2.78,0.0,0.0,2.78,1.11,2.22,1.11,0.0
150,d97f2e8d,23,0.1,3500000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,20.0,40.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
151,5976f83e,19,6.5,30000000,1,0,0,0,2.0,1.08,0.92,0.77,0.31,0.77,1.54,50.0,0.77,12.46,2.77,22.2,3.54,6.15,2.77,1.38,0.15,0.0,1.23,0.62,2.62,1.38,0.0
152,19cda00b,32,7.7,20000000,0,1,0,1,2.34,1.56,0.91,0.91,0.52,1.04,3.38,30.8,2.34,24.68,6.1,24.7,9.87,9.74,5.06,1.17,0.13,0.0,1.04,1.04,3.38,0.0,0.0
153,fc62f087,24,5.6,25000000,1,0,0,0,3.04,1.96,1.96,0.71,0.36,1.61,3.04,52.9,1.43,13.75,4.29,31.2,7.5,4.82,1.43,1.96,0.54,0.0,1.43,1.07,4.11,3.93,0.0
154,9dc96f10,18,0.3,18000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.33,3.33,100.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,31c69ef1,23,10.8,75000000,1,0,0,0,1.2,0.56,0.56,0.46,0.19,0.56,1.11,50.0,0.56,6.3,2.31,36.8,2.31,3.33,0.65,1.39,0.74,0.0,0.65,1.67,2.87,2.87,0.09
156,8104e41e,21,4.6,18000000,1,0,0,1,2.61,1.96,1.3,0.87,0.43,0.22,1.09,20.0,0.87,13.04,3.91,30.0,3.91,5.87,3.26,0.43,0.0,0.0,0.43,0.43,3.04,0.87,0.0
157,4a1a9578,23,5.0,18000000,0,1,0,1,1.0,0.6,0.4,0.6,0.0,0.2,1.8,11.1,1.6,17.2,4.6,26.7,4.6,6.8,5.8,0.8,0.0,0.0,0.8,0.2,1.2,0.0,0.0
158,4030c7ae,29,6.0,2500000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
159,6eee05f1,27,8.0,22000000,1,0,0,0,1.38,0.88,0.62,0.62,0.12,0.38,1.12,33.3,0.75,10.88,3.0,27.6,6.75,3.38,0.75,1.38,0.75,0.0,0.62,2.0,3.38,5.62,0.0
160,b5f7d10b,21,6.0,20000000,1,0,0,0,1.17,1.17,0.83,0.17,0.17,0.5,2.17,23.1,1.67,8.67,3.33,38.5,5.67,2.0,1.0,1.67,0.17,0.0,1.5,1.33,2.5,2.17,0.0
161,fffea3e5,18,4.5,22000000,0,1,0,1,2.67,2.22,0.67,1.78,0.22,0.0,0.22,0.0,0.22,14.0,5.56,39.7,3.78,5.78,4.44,0.44,0.0,0.0,0.44,0.67,3.33,0.22,0.0
162,5526deb1,18,0.1,1000000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
163,8954fddc,24,0.7,1000000,1,0,0,0,4.29,0.0,1.43,2.86,0.0,4.29,7.14,60.0,2.86,25.71,4.29,16.7,17.14,5.71,2.86,1.43,0.0,0.0,1.43,0.0,4.29,5.71,0.0
164,620922ed,18,0.2,3000000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
165,1a992676,26,3.0,20000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.33,11.33,2.0,17.6,2.67,7.67,1.0,1.67,0.0,0.0,1.67,2.33,2.33,1.0,0.0
166,c6486b01,22,5.5,6000000,0,1,0,1,1.09,0.91,0.0,0.55,0.55,0.91,1.82,50.0,0.91,11.27,3.09,27.4,2.18,5.64,3.45,0.91,0.0,0.0,0.91,0.73,1.82,0.18,0.0
167,60e86875,24,3.1,7500000,0,1,0,1,3.55,1.94,2.58,0.65,0.32,0.65,4.19,15.4,3.55,29.03,7.1,24.4,8.71,13.55,6.77,1.94,0.0,0.0,1.94,0.32,3.87,0.0,0.0
168,37e103f8,20,0.2,5000000,0,1,0,0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,100.0,0.0,25.0,5.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
169,303636d2,25,4.1,900000,1,0,0,0,1.22,0.49,0.98,0.24,0.0,0.24,0.98,25.0,0.73,9.02,2.68,29.7,7.56,1.46,0.0,0.98,0.24,0.0,0.73,1.95,3.17,2.68,0.0
170,e0921a4f,26,2.4,50000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,14.17,3.75,26.5,1.25,6.25,6.67,0.83,0.0,0.0,0.83,0.42,0.42,0.42,0.0
171,448a3608,31,3.8,11000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,12.63,3.42,27.1,0.53,4.21,7.89,0.79,0.79,0.0,0.0,0.0,0.0,0.53,0.0
172,f0fc9d0e,32,2.8,700000,0,1,0,0,0.36,0.36,0.0,0.36,0.0,0.0,0.36,0.0,0.36,10.71,3.21,30.0,0.71,5.71,4.29,0.36,0.0,0.0,0.36,0.0,0.36,0.0,0.0
173,3bb7b8b4,26,12.0,50000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
174,73d6a176,20,1.0,3200000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,17.0,3.0,17.6,9.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
175,48035304,23,6.9,28000000,1,0,0,0,1.88,0.43,1.59,0.29,0.0,0.58,1.16,50.0,0.58,7.97,2.46,30.9,5.36,2.61,0.0,2.46,1.01,0.0,1.45,1.16,3.04,4.49,0.14
176,0b4f388a,23,3.3,16000000,0,1,0,1,0.91,0.91,0.0,0.3,0.61,0.3,1.21,25.0,0.91,19.39,5.45,28.1,1.82,9.7,7.88,0.3,0.0,0.0,0.3,0.61,1.52,0.3,0.0
177,04e17fd5,23,4.3,40000000,0,1,0,0,0.47,0.47,0.0,0.23,0.23,0.0,0.7,0.0,0.7,14.88,4.19,28.1,1.16,6.74,6.98,0.23,0.0,0.0,0.23,0.47,0.93,1.16,0.0
178,58dda688,33,4.5,350000,1,0,0,0,0.67,0.67,0.0,0.67,0.0,0.44,0.89,50.0,0.44,5.78,2.22,38.5,2.22,2.89,0.67,2.0,0.89,0.0,1.11,1.78,2.44,3.78,0.0
179,980522ec,28,1.1,40000000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,12.73,2.73,21.4,1.82,7.27,3.64,1.82,0.0,0.0,1.82,0.0,0.0,0.0,0.0
180,1c78737d,30,3.0,2500000,0,1,0,1,1.33,1.0,0.33,0.67,0.33,0.33,1.33,25.0,1.0,15.67,4.67,29.8,7.0,4.67,4.0,1.33,0.0,0.0,1.33,0.67,2.0,0.67,0.0
181,3f79a1c8,27,1.6,3200000,0,0,0,1,3.75,3.75,2.5,1.25,0.0,1.88,3.75,50.0,1.88,17.5,10.0,57.1,10.0,7.5,0.0,0.62,0.0,0.0,0.62,5.0,8.75,0.62,0.0
182,b0616e3d,30,2.0,2500000,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,50.0,0.5,7.0,3.0,42.9,3.0,2.0,2.0,1.5,0.0,0.0,1.5,1.0,2.0,0.5,0.0
183,4352d221,22,1.7,6000000,0,0,0,1,0.59,0.59,0.0,0.0,0.59,0.0,0.0,,0.0,8.82,1.76,20.0,0.59,5.29,2.94,0.0,0.0,0.0,0.0,1.18,1.76,0.0,0.0
184,6f3cc2fe,20,0.9,7500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,8.89,2.22,25.0,0.0,4.44,4.44,1.11,0.0,0.0,1.11,0.0,0.0,1.11,0.0
185,7f3b388c,26,6.2,60000000,1,0,0,1,4.52,2.58,2.9,1.45,0.16,1.61,2.58,62.5,0.97,14.52,5.32,36.7,5.32,8.39,0.81,2.26,0.65,0.32,1.61,2.74,7.26,4.03,0.0
186,b7a5bc86,24,3.8,5500000,1,0,0,0,2.37,1.05,1.32,0.79,0.26,0.79,2.63,30.0,1.84,15.79,4.74,30.0,8.16,5.0,2.63,3.16,0.0,0.0,3.16,1.58,3.95,2.63,0.0
187,0ba976e4,17,1.8,60000000,0,1,0,0,0.56,0.0,0.0,0.0,0.56,0.56,1.67,33.3,1.11,13.89,1.67,12.0,2.22,4.44,7.22,2.78,0.56,0.0,2.22,0.0,0.56,0.56,0.0
188,51a3c4c8,31,4.3,12000000,1,0,0,0,1.86,0.93,1.16,0.7,0.0,1.16,1.86,62.5,0.7,9.3,4.88,52.5,6.51,2.33,0.47,2.56,1.16,0.0,1.4,1.4,3.26,8.14,0.0
189,15d0c248,23,2.0,18000000,1,0,0,0,3.5,0.5,2.5,1.0,0.0,1.0,1.0,100.0,0.0,11.5,2.5,21.7,8.5,3.0,0.0,3.5,0.5,0.0,3.0,0.0,3.5,3.5,0.0
190,8aafd64f,20,7.8,80000000,0,1,0,1,0.9,0.38,0.0,0.64,0.26,0.26,0.9,28.6,0.64,9.87,2.69,27.3,1.79,4.36,3.72,0.38,0.0,0.0,0.38,0.38,1.28,0.38,0.0
191,507c7bdf,25,4.9,90000000,0,0,0,1,1.63,1.02,0.2,0.61,0.82,0.61,2.86,21.4,2.24,23.06,7.76,33.6,3.67,9.18,10.2,1.22,0.41,0.0,0.82,0.61,2.24,0.61,0.0
192,f76fdcd2,22,0.2,1500000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,e08647d6,24,0.1,9000000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,50.0,20.0,40.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,101da2b5,35,3.8,2000000,0,0,0,1,3.16,2.11,0.0,2.11,1.05,1.32,2.63,50.0,1.32,23.16,6.58,28.4,3.95,14.74,4.47,2.11,0.26,0.0,1.84,2.11,5.26,1.32,0.0
195,41f32541,33,5.5,4000000,1,0,0,1,1.82,1.27,0.55,1.27,0.0,1.09,2.36,46.2,1.27,12.0,5.27,43.9,4.73,6.36,0.91,1.27,0.18,0.0,1.09,2.18,4.0,2.55,0.0
196,d9d43555,21,0.4,2500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,20.0,5.0,25.0,2.5,7.5,10.0,5.0,0.0,0.0,5.0,2.5,2.5,5.0,0.0
197,4c370d81,28,3.7,50000000,0,1,0,0,1.08,0.81,0.81,0.27,0.0,0.0,0.54,0.0,0.54,18.92,7.3,38.6,2.16,10.0,6.76,1.89,0.0,0.0,1.89,0.27,1.35,0.81,0.0
198,24f59bb2,23,2.9,8000000,1,0,0,0,2.41,1.38,1.03,1.03,0.34,0.34,1.72,20.0,1.38,13.79,4.14,30.0,3.1,6.55,4.14,2.07,0.69,0.0,1.38,0.69,3.1,1.38,0.0
199,e288d4b3,29,9.0,13000000,1,0,0,0,1.22,0.78,0.78,0.44,0.0,0.56,2.33,23.8,1.78,8.44,2.44,28.9,3.78,3.22,1.44,1.56,0.33,0.0,1.22,1.78,3.0,1.67,0.0
200,ed1e53f3,20,11.8,80000000,0,1,0,1,1.44,1.36,0.59,0.42,0.42,0.34,1.1,30.8,0.76,16.19,5.68,35.1,1.95,5.34,8.9,1.36,0.08,0.0,1.27,1.27,2.71,0.59,0.08
201,9a2e0ccc,28,5.1,20000000,0,1,0,1,0.98,0.78,0.0,0.78,0.2,0.0,0.59,0.0,0.59,18.04,6.08,33.7,0.98,10.39,6.67,0.2,0.0,0.0,0.2,0.2,1.18,0.2,0.0
202,715e5b0e,27,3.2,8000000,0,1,0,1,1.25,0.94,0.0,0.94,0.31,0.62,1.56,40.0,0.94,10.94,3.12,28.6,1.88,5.31,3.75,0.0,0.0,0.0,0.0,0.62,1.88,0.0,0.0
203,a9142dc3,22,0.3,4000000,1,0,0,0,10.0,0.0,0.0,10.0,0.0,3.33,3.33,100.0,0.0,26.67,6.67,25.0,16.67,10.0,0.0,3.33,0.0,0.0,3.33,3.33,13.33,3.33,0.0
204,d80b1835,21,0.2,2500000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,f620b04f,19,2.2,6500000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.27,3.64,29.6,0.45,5.45,6.36,0.91,0.0,0.0,0.91,0.45,0.45,3.18,0.0
206,b853e0ad,27,3.8,22000000,0,0,0,1,2.63,1.32,0.79,1.58,0.26,1.05,3.42,30.8,2.37,27.63,8.95,32.4,9.47,14.21,3.95,2.11,0.0,0.0,2.11,2.11,4.74,1.05,0.0
207,98d2c2c4,28,5.8,25000000,0,1,0,1,2.59,1.21,0.86,1.03,0.69,1.03,2.59,40.0,1.55,18.79,6.03,32.1,7.07,9.83,1.9,1.72,0.34,0.0,1.38,1.21,3.79,1.72,0.0
208,1c90cd29,27,2.0,500000,1,0,0,0,3.0,2.0,2.5,0.5,0.0,0.0,1.5,0.0,1.5,10.5,5.0,47.6,9.0,1.5,0.0,3.5,1.0,0.0,2.5,0.5,3.5,2.5,0.0
209,ce30bfc8,26,2.8,15000000,0,0,0,1,1.43,0.71,0.36,0.36,0.71,0.0,0.71,0.0,0.71,15.36,4.64,30.2,5.0,5.36,5.0,1.07,0.0,0.0,1.07,1.07,2.5,1.07,0.0
210,72c812f3,30,5.4,15000000,0,0,0,1,4.63,3.52,2.78,1.48,0.37,0.93,1.85,50.0,0.93,30.0,8.89,29.6,16.3,11.67,2.04,2.96,0.37,0.0,2.59,1.3,5.93,1.85,0.0
211,2bed3eab,19,2.3,20000000,1,0,0,0,0.43,0.0,0.43,0.0,0.0,0.43,0.43,100.0,0.0,9.13,5.65,61.9,1.74,6.52,0.87,0.43,0.43,0.0,0.0,0.87,1.3,3.91,0.0
212,ecb68eea,31,4.2,4000000,0,0,0,1,1.67,0.95,0.95,0.71,0.0,0.95,2.38,40.0,1.43,16.19,4.05,25.0,6.67,8.81,0.71,1.43,0.48,0.0,0.95,2.14,3.81,1.67,0.0
213,6be41a31,19,1.1,4500000,0,0,0,1,2.73,2.73,1.82,0.91,0.0,0.0,0.0,,0.0,23.64,5.45,23.1,7.27,9.09,7.27,0.91,0.0,0.0,0.91,0.91,3.64,0.0,0.0
214,7ba6d84e,29,5.0,18000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,ea0ff634,30,2.2,3000000,0,1,0,1,0.91,0.45,0.45,0.0,0.45,0.0,0.91,0.0,0.91,20.45,5.91,28.9,3.64,7.27,9.55,0.0,0.0,0.0,0.0,0.91,1.82,0.45,0.45
216,df10e27c,19,1.1,10000000,0,0,0,1,0.91,0.0,0.0,0.0,0.91,0.0,1.82,0.0,1.82,16.36,4.55,27.8,2.73,6.36,7.27,0.0,0.0,0.0,0.0,2.73,3.64,0.0,0.0
217,f521b80a,26,8.0,30000000,1,0,0,0,0.62,0.38,0.5,0.12,0.0,0.12,0.38,33.3,0.25,3.88,0.88,22.6,2.25,1.62,0.0,1.5,1.12,0.0,0.38,1.0,1.62,3.88,0.0
218,16ceb862,33,2.9,4000000,0,1,0,0,1.38,0.69,0.0,1.03,0.34,0.0,0.0,,0.0,11.03,4.83,43.8,0.34,4.83,5.86,0.34,0.0,0.0,0.34,0.0,1.38,0.69,0.0
219,88e357ef,25,4.0,70000000,0,1,0,1,1.25,0.5,0.25,1.0,0.0,0.25,1.75,14.3,1.5,17.0,5.0,29.4,3.25,6.0,7.75,1.75,0.25,0.0,1.5,0.75,2.0,1.0,0.0
220,f0f7f62f,25,3.0,17000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,d9b9b71a,26,1.5,3000000,1,0,0,0,1.33,1.33,0.67,0.67,0.0,0.0,1.33,0.0,1.33,16.0,4.0,25.0,5.33,8.67,2.0,2.67,0.0,0.0,2.67,2.0,3.33,2.67,0.0
222,7a11550b,23,3.0,30000000,1,0,0,0,1.67,1.0,1.0,0.67,0.0,0.33,1.33,25.0,1.0,9.0,2.67,29.6,7.0,2.0,0.0,1.67,0.0,0.0,1.67,1.0,2.67,5.33,0.0
223,6e4df551,32,1.0,9000000,0,1,0,0,4.0,2.0,0.0,3.0,1.0,1.0,3.0,33.3,2.0,8.0,5.0,62.5,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0
224,6e4df551,32,1.0,9000000,0,1,0,0,1.4,1.2,0.4,0.8,0.2,0.8,2.6,30.8,1.8,9.2,2.4,26.1,2.0,3.6,3.6,0.8,0.2,0.0,0.6,0.2,1.6,0.0,0.0
225,6e4df551,32,5.0,9000000,0,1,0,1,4.0,2.0,0.0,3.0,1.0,1.0,3.0,33.3,2.0,8.0,5.0,62.5,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0
226,6e4df551,32,5.0,9000000,0,1,0,1,1.4,1.2,0.4,0.8,0.2,0.8,2.6,30.8,1.8,9.2,2.4,26.1,2.0,3.6,3.6,0.8,0.2,0.0,0.6,0.2,1.6,0.0,0.0
227,bc6f5f06,28,2.2,3000000,1,0,0,0,0.91,0.45,0.45,0.45,0.0,0.0,0.45,0.0,0.45,7.27,2.27,31.3,3.18,3.64,0.45,2.73,1.36,0.0,1.36,0.0,0.91,5.0,0.0
228,cecbce23,26,4.0,7000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
