Player,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err
8bc373ea,1.4,0.2,0.6,0.8,0.0,0.4,0.4,100.0,0.0,8.2,3.0,36.6,5.0,3.2,0.0,2.6,1.2,0.0,1.4,1.8,3.2,4.6,0.0
f586779e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.31,5.38,43.8,0.38,3.85,8.08,1.15,0.77,0.0,0.38,0.38,0.38,0.77,0.0
b96b595c,1.75,1.0,1.0,0.75,0.0,0.5,1.38,36.4,0.88,10.0,4.12,41.3,5.75,3.5,0.75,2.25,0.62,0.0,1.62,1.62,3.38,3.5,0.0
81442ecb,2.5,2.22,1.67,0.56,0.28,1.11,1.94,57.1,0.83,14.72,3.33,22.6,3.33,7.22,4.17,2.78,0.0,0.0,2.78,1.67,4.17,3.33,0.0
2b09d998,2.19,2.19,1.25,0.62,0.31,0.94,3.75,25.0,2.81,24.38,9.38,38.5,10.0,11.88,2.5,2.5,0.0,0.0,2.5,1.25,3.44,1.25,0.0
501055d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,3.33,16.7,1.67,13.33,5.0,1.67,0.0,0.0,1.67,0.0,0.0,0.0,0.0
f76e6b4e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288e1e13,0.65,0.32,0.32,0.32,0.0,0.0,0.65,0.0,0.65,6.13,2.9,47.4,3.55,2.58,0.0,1.61,0.32,0.0,1.29,0.32,0.97,5.81,0.32
4d034881,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,11.76,2.35,20.0,1.18,4.71,5.88,1.18,0.0,0.0,1.18,0.0,0.0,0.0,0.0
89ac64a6,1.29,0.86,0.57,0.71,0.0,0.43,1.43,30.0,1.0,8.57,3.29,38.3,5.0,3.57,0.0,1.14,0.43,0.0,0.71,1.14,2.43,3.14,0.14
414e1f69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.5,7.5,42.9,2.5,5.0,10.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
eaeca114,1.5,1.5,0.5,0.0,1.0,1.0,1.5,66.7,0.5,7.5,2.5,33.3,2.0,3.0,2.5,1.5,0.0,0.0,1.5,1.0,2.5,2.5,0.0
fdf4b948,1.56,1.56,0.31,1.25,0.0,0.31,1.88,16.7,1.56,17.81,6.88,38.6,9.38,6.56,1.88,2.81,0.62,0.0,2.19,1.25,2.81,1.25,0.0
05439de2,1.44,0.56,0.56,0.78,0.11,0.56,1.22,45.5,0.67,13.22,3.44,26.1,4.56,6.89,1.78,1.44,0.33,0.0,1.11,1.44,2.89,2.67,0.11
4601e194,0.93,0.56,0.19,0.74,0.0,0.19,1.11,16.7,0.93,9.81,2.41,24.5,2.78,3.7,3.33,1.48,0.37,0.0,1.11,0.56,1.48,0.93,0.0
5294a83f,2.26,1.89,0.94,0.75,0.57,0.75,3.77,20.0,3.02,18.68,4.91,26.3,7.17,9.25,2.26,1.7,0.38,0.0,1.32,1.32,3.58,0.19,0.0
77e84962,5.2,3.6,3.2,1.6,0.4,1.2,2.0,60.0,0.8,22.4,6.0,26.8,6.0,10.8,5.6,1.2,0.4,0.0,0.8,2.0,7.2,1.6,0.0
d68cb24c,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,20.83,7.5,36.0,10.83,5.83,4.17,1.67,0.0,0.0,1.67,0.83,0.83,0.0,0.0
6c811eb7,1.43,1.43,0.0,1.43,0.0,0.0,1.43,0.0,1.43,12.86,4.29,33.3,1.43,6.43,5.0,1.43,1.43,0.0,0.0,0.71,2.14,0.0,0.0
cd1acf9d,1.14,0.63,0.63,0.51,0.0,0.63,2.15,29.4,1.52,7.47,2.41,32.2,3.92,2.53,1.01,1.01,0.0,0.0,1.01,2.15,3.29,1.52,0.13
edd38473,0.83,0.0,0.0,0.83,0.0,0.83,0.83,100.0,0.0,11.67,1.67,14.3,2.5,3.33,5.83,5.0,1.67,0.0,3.33,0.0,0.83,0.83,0.0
7a2e46a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
f4290206,1.0,0.5,1.0,0.0,0.0,0.5,1.0,50.0,0.5,15.0,3.0,20.0,4.0,8.0,3.0,1.5,0.0,0.0,1.5,0.0,1.0,3.5,0.0
8ce30c57,1.15,0.38,0.38,0.77,0.0,0.38,1.92,20.0,1.54,25.77,6.15,23.9,12.31,11.15,2.31,2.69,0.77,0.0,1.92,2.31,3.46,2.69,0.0
8b3ab7ad,2.14,0.71,1.43,0.71,0.0,0.0,0.71,0.0,0.71,12.86,2.86,22.2,6.43,5.0,1.43,2.14,1.43,0.0,0.71,2.14,4.29,2.86,0.0
22721b88,2.6,1.2,1.8,0.8,0.0,0.4,1.8,22.2,1.4,8.6,1.8,20.9,4.2,3.4,1.0,0.8,0.2,0.0,0.6,1.2,3.8,2.6,0.0
63e905bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9f1893b9,1.43,1.43,0.0,0.0,1.43,0.0,2.86,0.0,2.86,42.86,7.14,16.7,12.86,25.71,4.29,7.14,1.43,0.0,5.71,4.29,5.71,0.0,0.0
0a721e85,2.11,1.05,1.05,1.05,0.0,0.0,0.53,0.0,0.53,16.32,5.26,32.3,3.68,11.58,1.05,0.53,0.0,0.0,0.53,0.53,2.63,2.11,0.0
b5f66351,1.59,0.23,0.91,0.45,0.23,0.68,1.59,42.9,0.91,8.18,3.41,41.7,3.86,2.95,1.36,1.59,0.23,0.0,1.36,1.14,2.73,0.91,0.0
4e3f5992,4.29,2.86,2.86,1.43,0.0,1.43,2.86,50.0,1.43,21.43,7.14,33.3,11.43,8.57,1.43,2.14,0.0,0.0,2.14,1.43,5.71,2.14,0.0
30941e96,1.71,1.14,0.43,1.14,0.14,0.57,1.43,40.0,0.86,12.57,4.0,31.8,3.71,6.43,2.43,1.43,0.14,0.0,1.29,0.29,2.0,1.86,0.0
b105919e,3.33,3.33,0.0,2.22,1.11,0.0,0.0,,0.0,22.22,10.0,45.0,4.44,10.0,7.78,2.22,0.0,0.0,2.22,0.0,3.33,0.0,0.0
108fe016,1.48,0.74,0.74,0.74,0.0,0.37,0.74,50.0,0.37,22.22,4.81,21.7,12.59,8.15,1.48,2.22,0.37,0.0,1.85,0.0,1.48,0.74,0.0
99127249,1.0,0.75,0.75,0.25,0.0,0.0,1.5,0.0,1.5,20.0,6.0,30.0,5.0,10.5,4.5,1.25,0.0,0.0,1.25,0.75,1.75,0.25,0.0
c63f6e46,0.21,0.0,0.0,0.21,0.0,0.0,0.43,0.0,0.43,15.11,4.68,31.0,1.06,7.45,6.6,0.21,0.21,0.0,0.0,0.43,0.64,0.85,0.0
2bef2bca,1.88,1.88,0.0,1.88,0.0,0.0,0.0,,0.0,10.62,5.0,47.1,5.62,5.0,0.0,1.25,0.0,0.0,1.25,0.0,1.88,2.5,0.0
30643ce2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.33,3.33,100.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394bf42,1.43,0.0,1.43,0.0,0.0,0.0,0.0,,0.0,5.71,0.0,0.0,2.86,0.0,2.86,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0
1e465e70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,2.5,12.5,7.5,10.0,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
28d596a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45af8a54,1.16,0.72,0.29,0.14,0.72,0.58,1.01,57.1,0.43,9.86,3.33,33.8,1.88,3.48,4.49,0.43,0.0,0.0,0.43,1.01,2.17,0.29,0.0
552e00b9,4.0,2.0,0.0,2.0,2.0,4.0,4.0,100.0,0.0,32.0,6.0,18.8,12.0,18.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
10549b49,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,9.38,1.25,13.3,0.31,1.88,7.19,0.62,0.0,0.0,0.62,0.62,0.62,0.94,0.0
53cad200,2.34,1.21,1.12,0.93,0.28,0.93,1.87,50.0,0.93,17.29,5.42,31.4,7.2,8.22,1.87,2.15,0.75,0.0,1.4,1.21,3.55,4.3,0.0
8b683d09,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,9.17,0.83,9.1,0.56,4.17,4.44,0.83,0.28,0.0,0.56,0.28,0.28,0.83,0.0
60c07b31,1.9,1.9,1.9,0.0,0.0,0.48,3.33,14.3,2.86,9.05,3.81,42.1,8.57,0.48,0.0,0.95,0.48,0.0,0.48,0.48,2.38,5.71,0.0
6a2b9aee,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,15.0,2.5,16.7,0.0,7.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
a8567629,1.74,0.65,0.87,0.65,0.22,0.43,1.3,33.3,0.87,12.83,2.83,22.0,5.87,4.78,2.17,1.96,0.0,0.0,1.96,1.3,3.04,3.7,0.22
7c3ed041,1.79,1.79,1.07,0.71,0.0,0.36,1.43,25.0,1.07,10.36,4.29,41.4,7.14,3.21,0.0,0.71,0.36,0.0,0.36,1.43,3.21,1.79,0.0
ed33f42d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
6928979a,2.71,2.03,0.68,1.53,0.51,0.68,2.54,26.7,1.86,16.95,5.08,30.0,4.75,9.66,2.54,1.69,0.17,0.0,1.53,0.68,3.39,0.0,0.0
a4e16ab4,1.43,0.0,0.0,1.43,0.0,1.43,4.29,33.3,2.86,30.0,4.29,14.3,7.14,21.43,1.43,2.86,0.0,0.0,2.86,0.0,1.43,2.86,0.0
8e7f49d3,2.55,2.0,2.0,0.36,0.18,0.73,2.55,28.6,1.82,21.27,6.55,30.8,12.73,7.09,1.45,3.09,0.73,0.0,2.36,1.27,3.82,1.64,0.0
75b86fb3,0.87,0.43,0.43,0.43,0.0,0.22,0.87,25.0,0.65,8.7,3.26,37.5,3.48,3.7,1.52,0.43,0.0,0.0,0.43,0.43,1.3,1.74,0.0
c432ba7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,2.5,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50dc94ce,2.58,2.26,0.32,0.65,1.61,0.97,1.29,75.0,0.32,14.84,5.16,34.8,4.19,5.48,5.16,0.32,0.32,0.0,0.0,0.97,3.55,0.0,0.0
57d88cf9,3.29,1.97,1.32,1.18,0.79,1.32,2.76,47.6,1.45,23.82,6.05,25.4,7.76,11.05,5.0,3.16,0.26,0.13,2.89,1.18,4.47,1.18,0.0
bef0a7ac,0.34,0.34,0.34,0.0,0.0,0.0,0.0,,0.0,8.97,3.45,38.5,0.34,3.1,5.52,1.03,0.0,0.0,1.03,0.34,0.69,0.69,0.0
fe888e39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,5.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378825c7,3.6,3.2,2.8,0.6,0.2,1.4,2.6,53.8,1.2,14.6,5.2,35.6,8.4,5.4,0.8,2.2,0.0,0.0,2.2,3.0,6.6,3.6,0.2
3b8674e6,3.46,2.5,1.35,2.12,0.0,1.54,2.69,57.1,1.15,18.65,5.96,32.0,4.42,10.96,3.27,1.92,0.0,0.0,1.92,1.54,5.0,1.15,0.19
70d74ece,0.75,0.65,0.11,0.54,0.11,0.32,0.43,75.0,0.11,13.66,3.87,28.3,2.04,5.16,6.45,0.54,0.11,0.0,0.43,0.43,1.18,0.22,0.0
b39bf63f,0.53,0.35,0.0,0.35,0.18,0.35,1.58,22.2,1.23,13.68,2.81,20.5,0.88,7.54,5.26,1.4,0.35,0.0,1.05,0.18,0.7,1.05,0.0
eb6e14be,0.58,0.38,0.19,0.19,0.19,0.0,1.15,0.0,1.15,16.15,5.77,35.7,2.12,9.04,5.0,0.38,0.0,0.0,0.38,0.19,0.77,0.38,0.0
ee93c1a9,1.18,1.18,0.59,0.0,0.59,0.59,0.59,100.0,0.0,7.65,1.76,23.1,2.35,2.35,2.94,1.18,0.59,0.0,0.59,1.18,2.35,1.18,0.0
3cdfc63e,1.67,1.0,0.83,0.67,0.17,0.83,1.5,55.6,0.67,7.5,2.0,26.7,4.83,1.83,0.83,1.5,0.67,0.0,0.83,1.17,2.83,4.33,0.0
691bef82,2.39,1.52,0.87,1.52,0.0,0.65,1.3,50.0,0.65,13.7,5.43,39.7,5.0,7.83,0.87,1.52,0.43,0.0,1.09,1.09,3.48,4.13,0.0
2db2fd7b,2.41,1.03,1.55,0.69,0.17,1.21,1.9,63.6,0.69,11.21,4.14,36.9,6.21,4.66,0.34,1.55,0.86,0.0,0.69,1.9,4.31,3.1,0.0
9c2b4382,1.11,1.11,0.0,1.11,0.0,0.0,0.0,,0.0,28.89,7.78,26.9,1.11,8.89,18.89,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0
c603ad6a,2.2,1.71,1.22,0.24,0.73,0.49,1.22,40.0,0.73,16.1,4.15,25.8,8.54,5.61,1.95,3.41,0.98,0.0,2.44,1.95,4.15,2.68,0.0
7713c72a,1.5,1.0,1.17,0.33,0.0,0.83,1.67,50.0,0.83,7.67,2.33,30.4,5.5,1.67,0.5,2.67,1.33,0.0,1.33,0.67,2.17,6.5,0.17
52ec54d0,0.55,0.36,0.18,0.36,0.0,0.18,0.73,25.0,0.55,4.55,1.64,36.0,2.36,2.0,0.18,1.09,0.55,0.0,0.55,0.73,1.27,1.82,0.0
2cb77ec6,1.03,1.03,1.03,0.0,0.0,0.34,1.03,33.3,0.69,8.62,3.1,36.0,3.1,4.14,1.38,2.41,1.03,0.34,1.38,0.69,1.72,1.38,0.0
1c07b06e,1.52,0.87,0.22,0.87,0.43,1.09,3.04,35.7,1.96,15.87,5.65,35.6,4.13,7.61,4.13,2.39,0.22,0.0,2.17,2.39,3.91,0.43,0.22
f6798fc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20e73fac,1.71,0.98,1.22,0.49,0.0,0.73,2.93,25.0,2.2,16.1,4.88,30.3,4.15,8.05,3.9,2.44,0.49,0.24,1.95,0.49,2.2,1.71,0.0
1e064bfb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd771f95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.69,5.38,42.4,0.0,2.31,10.38,1.15,0.38,0.0,0.77,0.38,0.38,0.38,0.0
a167537f,1.67,0.83,0.42,0.83,0.42,0.83,1.25,66.7,0.42,24.58,6.67,27.1,5.42,11.25,7.92,0.42,0.0,0.0,0.42,0.83,2.5,1.25,0.0
4c184730,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,8.0,2.0,25.0,0.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
33b8d077,2.44,2.44,0.49,1.71,0.24,0.98,2.44,40.0,1.46,13.17,5.61,42.6,3.41,6.83,2.93,1.95,0.73,0.0,1.22,0.24,2.68,0.0,0.0
5caa62a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.86,1.43,11.1,4.29,8.57,0.0,2.86,0.0,0.0,2.86,0.0,0.0,0.0,0.0
e40d028b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9d12e142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eb2b33aa,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,100.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ab0ea87,2.97,2.7,1.08,0.81,1.08,1.08,3.24,33.3,2.16,15.68,5.95,37.9,3.78,6.76,5.14,0.81,0.27,0.0,0.54,0.81,3.78,0.0,0.0
b8814868,3.16,1.32,1.58,1.32,0.26,1.32,3.16,41.7,1.84,18.42,2.89,15.7,5.0,10.79,2.63,1.84,0.0,0.0,1.84,0.53,3.68,0.53,0.0
148e136f,1.43,1.07,0.36,0.71,0.36,0.0,2.5,0.0,2.5,16.07,2.5,15.6,5.0,6.79,4.29,1.07,0.36,0.0,0.71,0.0,1.43,0.0,0.0
038aa94a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,6.67,3.33,0.0,3.33,0.0,0.0,10.0,0.0
93b891d1,0.67,0.0,0.67,0.0,0.0,0.67,0.67,100.0,0.0,6.67,1.33,20.0,1.33,2.0,3.33,0.0,0.0,0.0,0.0,1.33,2.0,0.0,0.0
928a4a61,2.5,1.94,0.56,1.67,0.28,1.67,3.33,50.0,1.67,15.56,5.83,37.5,3.61,9.44,2.5,2.78,0.56,0.0,2.22,0.83,3.33,1.39,0.28
ac7e640b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
94f8d10c,0.75,0.75,0.25,0.5,0.0,0.0,0.75,0.0,0.75,5.75,2.25,39.1,1.75,3.5,0.5,1.75,1.0,0.0,0.75,0.5,1.25,3.5,0.0
489e80e3,4.13,3.04,1.09,2.61,0.43,0.87,3.48,25.0,2.61,23.26,8.26,35.5,7.17,13.91,2.17,3.04,0.0,0.0,3.04,1.09,5.22,0.65,0.0
13ea2544,2.19,0.94,0.62,1.25,0.31,0.62,2.81,22.2,2.19,17.81,3.44,19.3,4.69,10.0,3.12,0.62,0.0,0.0,0.62,0.94,3.12,0.0,0.0
7b9c2d84,1.94,1.39,0.56,0.56,0.83,0.28,2.22,12.5,1.94,15.56,3.89,25.0,3.33,10.0,2.22,1.67,0.56,0.0,1.11,0.83,2.78,0.28,0.0
873619c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a65ce836,2.12,2.12,1.15,0.77,0.19,0.19,1.35,14.3,1.15,11.73,4.23,36.1,5.38,5.58,0.77,1.73,0.96,0.0,0.77,1.54,3.65,1.73,0.0
bd6351cd,2.84,1.94,1.19,1.34,0.3,1.04,2.54,41.2,1.49,11.49,4.18,36.4,3.13,5.97,2.39,1.64,0.15,0.0,1.49,2.39,5.22,1.64,0.0
b4a014b1,0.88,0.38,0.5,0.25,0.12,0.38,0.75,50.0,0.38,8.38,3.62,43.3,4.12,3.5,0.75,2.0,0.75,0.12,1.25,1.12,2.0,4.62,0.12
de39485a,1.9,1.43,1.19,0.0,0.71,0.71,1.19,60.0,0.48,13.81,5.48,39.7,4.05,5.0,4.76,0.48,0.0,0.0,0.48,0.71,2.62,1.19,0.0
4958bfb2,1.11,0.0,0.0,0.0,1.11,1.11,2.22,50.0,1.11,10.56,1.67,15.8,2.22,3.89,4.44,2.78,0.0,0.0,2.78,1.11,2.22,0.56,0.0
4d224fe8,3.04,1.85,1.41,1.41,0.22,0.87,3.48,25.0,2.61,18.26,6.74,36.9,8.37,7.72,2.17,2.72,0.33,0.0,2.39,1.74,4.78,1.96,0.0
ba3d3bea,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,5.0,35.7,5.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
527f063d,0.87,0.43,0.0,0.0,0.87,0.43,1.3,33.3,0.87,20.87,5.65,27.1,0.43,6.52,13.91,0.87,0.0,0.0,0.87,0.0,0.87,0.0,0.0
10fe831e,1.4,0.8,0.8,0.6,0.0,0.8,1.6,50.0,0.8,7.8,3.0,38.5,3.8,3.4,0.6,2.2,0.4,0.2,1.8,2.0,3.4,9.6,0.2
5b54bf3b,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.77,8.46,1.54,18.2,0.0,3.85,4.62,0.77,0.0,0.0,0.77,1.54,1.54,0.77,0.0
15975a3c,0.31,0.0,0.0,0.31,0.0,0.31,0.94,33.3,0.62,8.12,2.5,30.8,3.44,2.5,2.19,3.12,1.25,0.0,1.88,0.31,0.62,3.44,0.31
e85fb9b8,1.25,0.62,1.25,0.0,0.0,0.62,1.25,50.0,0.62,5.0,1.25,25.0,1.88,3.12,0.0,0.0,0.0,0.0,0.0,0.62,1.88,2.5,0.0
b0f7e36c,1.64,0.82,0.33,0.82,0.49,0.49,1.97,25.0,1.48,12.3,2.79,22.7,2.3,4.92,5.08,1.31,0.16,0.0,1.15,0.66,2.3,0.16,0.0
d2424d1b,2.21,1.51,1.16,0.7,0.35,0.7,1.86,37.5,1.16,13.95,4.42,31.7,7.09,5.23,1.63,3.02,0.12,0.0,2.91,1.63,3.84,2.79,0.12
1cb49278,0.45,0.3,0.15,0.3,0.0,0.15,0.91,16.7,0.76,8.03,2.42,30.2,3.94,3.33,0.76,1.36,0.76,0.0,0.61,1.67,2.12,3.64,0.0
5fcb90ac,7.14,2.86,5.71,1.43,0.0,2.86,5.71,50.0,2.86,11.43,4.29,37.5,7.14,4.29,0.0,2.86,0.0,0.0,2.86,1.43,8.57,2.86,0.0
b3a712de,0.94,0.62,0.0,0.62,0.31,0.62,2.5,25.0,1.88,12.5,2.5,20.0,5.0,4.69,2.81,1.56,0.0,0.0,1.56,1.25,2.19,0.62,0.0
d5dafedb,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,16.0,5.0,31.3,7.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
042e8a49,1.5,0.67,0.67,0.5,0.33,1.0,2.17,46.2,1.17,22.17,5.33,24.1,4.83,8.5,8.83,0.67,0.0,0.0,0.67,0.33,1.83,0.5,0.0
5ef3d210,20.0,10.0,0.0,20.0,0.0,20.0,20.0,100.0,0.0,40.0,20.0,50.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
0331786b,0.87,0.87,0.0,0.87,0.0,0.43,0.87,50.0,0.43,9.13,3.04,33.3,2.61,4.78,1.74,1.74,0.0,0.0,1.74,2.61,3.48,2.61,0.0
6ceef869,2.22,1.11,1.78,0.44,0.0,1.11,1.56,71.4,0.44,8.44,3.78,44.7,6.67,1.78,0.0,2.44,1.56,0.0,0.89,2.0,4.22,7.78,0.22
fb938d24,1.55,1.19,1.07,0.36,0.12,0.48,1.31,36.4,0.83,12.02,3.1,25.7,3.81,5.24,2.98,1.55,0.0,0.0,1.55,1.55,3.1,0.71,0.12
01eb744d,1.3,0.74,0.37,0.56,0.37,0.19,1.48,12.5,1.3,20.19,4.26,21.1,3.15,8.15,8.89,1.48,0.0,0.0,1.48,0.37,1.67,0.93,0.0
45b9b619,0.54,0.54,0.41,0.14,0.0,0.14,1.08,12.5,0.95,10.27,2.16,21.1,1.89,4.73,3.65,0.54,0.27,0.0,0.27,0.27,0.81,0.68,0.0
93fffbcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4fa7cb9b,0.38,0.38,0.0,0.0,0.38,0.0,0.0,,0.0,13.85,4.62,33.3,2.69,3.85,7.31,0.0,0.0,0.0,0.0,0.38,0.77,0.0,0.0
1840e36d,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
0ef89a37,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,12.67,4.0,31.6,1.33,5.33,6.0,0.67,0.67,0.0,0.0,2.0,2.0,0.0,0.0
06f33dc8,0.74,0.74,0.0,0.0,0.74,0.0,1.48,0.0,1.48,15.56,3.33,21.4,0.37,7.04,8.15,1.11,0.0,0.0,1.11,0.0,0.74,0.0,0.0
0ab1f153,2.62,1.97,1.15,0.98,0.49,1.48,3.28,45.0,1.8,11.48,3.93,34.3,4.59,4.92,1.97,0.98,0.16,0.0,0.82,1.15,3.77,0.98,0.0
5722eced,3.46,2.69,1.15,1.15,1.15,0.77,2.69,28.6,1.92,27.69,8.08,29.2,8.08,13.46,6.15,1.54,0.0,0.0,1.54,0.0,3.46,0.0,0.0
4c14af32,10.0,3.33,3.33,0.0,6.67,3.33,6.67,50.0,3.33,20.0,3.33,16.7,10.0,3.33,6.67,0.0,0.0,0.0,0.0,0.0,10.0,3.33,0.0
44eb9093,2.06,0.59,0.29,0.59,1.18,0.29,1.76,16.7,1.47,12.35,2.06,16.7,3.53,4.12,4.71,0.88,0.0,0.0,0.88,0.88,2.94,1.47,0.0
1ec7e1c5,1.03,1.03,0.69,0.34,0.0,0.34,0.34,100.0,0.0,2.59,1.38,53.3,1.55,1.03,0.0,1.72,0.69,0.0,1.03,0.0,1.03,4.48,0.0
29c02c9f,4.8,2.0,3.2,1.2,0.4,2.0,5.2,38.5,3.2,21.2,5.6,26.4,15.2,4.4,1.6,3.2,0.8,0.0,2.4,1.2,6.0,3.6,0.0
db4ed67b,2.96,2.04,1.11,1.67,0.19,0.74,2.22,33.3,1.48,22.78,6.3,27.6,7.22,12.04,3.52,2.96,0.19,0.0,2.78,0.56,3.52,1.85,0.0
ca45605e,2.17,0.87,0.87,0.87,0.43,0.0,1.3,0.0,1.3,12.61,4.78,37.9,1.74,3.04,7.83,0.87,0.0,0.0,0.87,1.3,3.48,0.87,0.0
94b2001f,3.02,1.75,1.59,1.11,0.32,2.22,3.33,66.7,1.11,8.89,1.11,12.5,3.65,3.33,1.9,1.75,0.48,0.0,1.27,1.43,4.44,2.06,0.16
96e0490d,1.05,0.53,0.0,0.53,0.53,0.53,3.16,16.7,2.63,13.68,4.74,34.6,3.16,5.26,5.26,1.05,0.0,0.0,1.05,0.53,1.58,1.05,0.0
d781d855,2.22,0.83,1.11,1.11,0.0,1.39,2.78,50.0,1.39,17.22,4.17,24.2,6.11,5.83,5.28,2.5,0.56,0.28,1.94,3.33,5.56,0.83,0.0
e46012d4,1.35,0.95,0.14,0.54,0.68,0.14,2.57,5.3,2.43,25.0,5.54,22.2,2.3,8.24,14.46,1.76,0.27,0.0,1.49,0.68,2.03,0.41,0.0
2ef7c612,2.35,1.37,0.59,0.78,0.98,0.39,1.18,33.3,0.78,24.12,6.08,25.2,2.35,9.22,12.55,2.35,0.2,0.0,2.16,0.39,2.75,0.39,0.0
