Player,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG
7c56da38,0.15,0.92,0.62,66.7,0.93,0.62,0.17,0.25,19.1,0.0,0.0,0.0,0.06,0.06,0.06,0.09,0.09
afb0c500,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6043997c,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,8.9,0.0,0.0,0.0,0.15,0.15,0.07,-0.15,-0.15
c7526c18,0.0,0.21,0.0,0.0,0.21,0.0,0.0,,22.0,0.0,0.0,0.0,0.02,0.02,0.08,-0.02,-0.02
ee8508c0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
a08b974a,0.0,2.8,1.0,35.7,2.8,1.0,0.0,0.0,17.2,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
1d1691ad,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ca607d59,0.0,3.33,1.67,50.0,3.1,1.55,0.0,0.0,14.3,0.0,0.0,0.0,0.33,0.33,0.12,-0.33,-0.33
d125f22f,0.0,3.33,0.0,0.0,3.33,0.0,0.0,,20.0,0.0,0.0,0.0,0.33,0.33,0.06,-0.33,-0.33
63b9cc6d,2.0,4.0,4.0,100.0,4.0,4.0,0.5,0.5,14.6,0.0,0.0,0.0,1.0,1.0,0.26,1.0,1.0
947e036f,0.61,1.22,0.85,70.0,1.23,0.86,0.2,0.29,26.5,0.12,0.37,0.37,0.35,0.07,0.06,0.26,0.17
ae44e8e2,0.15,1.69,0.46,27.3,1.7,0.46,0.09,0.33,16.4,0.0,0.0,0.0,0.14,0.14,0.08,0.02,0.02
fa73ccc7,0.0,0.44,0.22,50.0,0.44,0.22,0.0,0.0,25.0,0.22,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02
e9c0c1b2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e81f0356,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2944f86f,0.0,0.89,0.0,0.0,0.89,0.0,0.0,,21.0,0.0,0.0,0.0,0.11,0.11,0.12,-0.11,-0.11
20030c06,0.0,0.28,0.0,0.0,0.28,0.0,0.0,,9.0,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03
43a166b4,0.0,0.87,0.0,0.0,0.86,0.0,0.0,,15.8,0.0,0.0,0.0,0.04,0.04,0.07,-0.04,-0.04
28b1f3ce,0.13,0.51,0.26,50.0,0.51,0.26,0.0,0.0,19.3,0.0,0.13,0.13,0.12,0.01,0.03,0.01,-0.01
38c7feef,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
31114001,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,21.0,0.0,0.0,0.0,0.02,0.02,0.08,-0.02,-0.02
3ef0af0d,0.0,1.14,0.29,25.0,1.13,0.28,0.0,0.0,20.1,0.0,0.0,0.0,0.06,0.06,0.05,-0.06,-0.06
dc7f8a28,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e0bc6fdc,0.42,1.25,0.83,66.7,1.23,0.82,0.33,0.5,21.2,0.0,0.0,0.0,0.12,0.12,0.09,0.29,0.29
a9be27f2,0.0,0.52,0.0,0.0,0.52,0.0,0.0,,7.3,0.0,0.0,0.0,0.1,0.1,0.19,-0.1,-0.1
dff153a4,0.0,0.68,0.0,0.0,0.67,0.0,0.0,,21.2,0.0,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04
ed5886d2,0.74,1.48,0.74,50.0,1.46,0.73,0.5,1.0,12.0,0.0,0.0,0.0,0.22,0.22,0.15,0.52,0.52
e599253a,0.0,1.29,0.97,75.0,1.28,0.96,0.0,0.0,15.5,0.0,0.0,0.0,0.19,0.19,0.15,-0.19,-0.19
5c899683,0.0,0.77,0.0,0.0,0.75,0.0,0.0,,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
14e05913,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
f7223718,0.0,0.43,0.21,50.0,0.42,0.21,0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
00672021,0.0,0.56,0.0,0.0,0.56,0.0,0.0,,26.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ab1b205d,0.0,1.11,0.0,0.0,1.06,0.0,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
f3fa599d,0.0,0.19,0.19,100.0,0.19,0.19,0.0,0.0,19.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
45a03961,0.0,0.95,0.48,50.0,0.95,0.48,0.0,0.0,20.7,0.0,0.0,0.0,0.08,0.08,0.08,-0.08,-0.08
58ae47b2,0.53,1.58,0.79,50.0,1.59,0.79,0.0,0.0,33.3,0.26,0.53,0.79,0.66,0.05,0.03,-0.13,-0.05
0d9b2d31,0.18,0.91,0.36,40.0,0.92,0.37,0.2,0.5,14.8,0.0,0.0,0.0,0.16,0.16,0.18,0.02,0.02
f8ce97ca,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6b915aa1,0.28,1.67,1.11,66.7,1.66,1.1,0.17,0.25,21.8,0.0,0.0,0.0,0.22,0.22,0.13,0.06,0.06
c906ce0f,0.0,0.48,0.32,66.7,0.47,0.32,0.0,0.0,9.2,0.0,0.0,0.0,0.05,0.05,0.1,-0.05,-0.05
6639e500,0.0,2.0,0.67,33.3,1.96,0.65,0.0,0.0,24.5,0.67,0.0,0.0,0.13,0.13,0.05,-0.13,-0.13
8fd9996f,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6fe90922,0.37,2.22,0.74,33.3,2.2,0.73,0.17,0.5,13.4,0.0,0.0,0.0,0.19,0.19,0.09,0.19,0.19
780e3631,0.0,0.74,0.0,0.0,0.74,0.0,0.0,,16.9,0.0,0.0,0.0,0.07,0.07,0.09,-0.07,-0.07
17145c90,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
83e1f40e,0.0,10.0,5.0,50.0,8.57,4.29,0.0,0.0,12.3,0.0,0.0,0.0,1.5,1.5,0.13,-1.5,-1.5
515ebe8d,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,8.5,0.0,0.0,0.0,0.03,0.03,0.03,-0.03,-0.03
08aa9cd1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
adfc9123,0.38,0.38,0.38,100.0,0.38,0.38,1.0,1.0,9.0,0.0,0.0,0.0,0.04,0.04,0.1,0.35,0.35
fe2db476,0.4,0.8,0.8,100.0,0.8,0.8,0.5,0.5,6.1,0.0,0.0,0.0,0.28,0.28,0.36,0.12,0.12
ad6df2d5,0.0,1.45,0.18,12.5,1.46,0.18,0.0,0.0,25.0,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05
bc6bd723,0.83,2.67,1.17,43.8,2.67,1.17,0.31,0.71,15.4,0.17,0.0,0.0,0.43,0.43,0.16,0.4,0.4
867239d3,0.0,2.5,0.0,0.0,2.49,0.0,0.0,,23.0,0.0,0.0,0.0,0.05,0.05,0.02,-0.05,-0.05
b1579026,0.0,0.48,0.0,0.0,0.49,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
67f0703d,0.22,0.22,0.22,100.0,0.22,0.22,1.0,1.0,8.0,0.0,0.0,0.0,0.02,0.02,0.08,0.2,0.2
d2416c2e,0.18,1.07,0.36,33.3,1.06,0.35,0.17,0.5,12.2,0.0,0.0,0.0,0.09,0.09,0.08,0.09,0.09
256ac8f4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
b182a240,0.0,1.79,0.71,40.0,1.81,0.73,0.0,0.0,20.0,0.0,0.0,0.0,0.29,0.29,0.16,-0.29,-0.29
f090a37a,0.0,3.0,0.0,0.0,3.03,0.0,0.0,,18.0,0.0,0.0,0.0,0.5,0.5,0.17,-0.5,-0.5
1bf33a9a,0.43,3.19,0.85,26.7,3.19,0.85,0.13,0.5,12.7,0.0,0.0,0.0,0.49,0.49,0.16,-0.06,-0.06
34c3b935,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
8794e251,0.18,1.25,0.71,57.1,1.26,0.72,0.14,0.25,22.8,0.0,0.0,0.0,0.04,0.04,0.03,0.14,0.14
0630eb63,0.0,1.0,1.0,100.0,0.98,0.98,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
53de807a,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,9.5,0.0,0.0,0.0,0.07,0.07,0.06,-0.07,-0.07
9a1f2e1c,0.0,0.35,0.18,50.0,0.35,0.17,0.0,0.0,23.3,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
0c2ac3cb,0.0,2.14,1.43,66.7,2.08,1.38,0.0,0.0,20.1,0.0,0.0,0.0,0.14,0.14,0.07,-0.14,-0.14
d003e213,0.0,0.17,0.0,0.0,0.17,0.0,0.0,,22.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
9686fc54,0.0,0.33,0.0,0.0,0.33,0.0,0.0,,7.2,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03
89f951b5,0.39,1.76,0.59,33.3,1.77,0.59,0.22,0.67,20.6,0.2,0.0,0.0,0.1,0.1,0.06,0.29,0.29
47fd5136,0.0,0.38,0.0,0.0,0.38,0.0,0.0,,28.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
7483d9f9,0.0,1.17,0.33,28.6,1.17,0.33,0.0,0.0,16.2,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05
8a1d7b51,0.18,1.27,0.36,28.6,1.27,0.36,0.14,0.5,24.4,0.0,0.0,0.0,0.04,0.04,0.03,0.15,0.15
08511d65,0.43,0.85,0.43,50.0,0.85,0.43,0.25,0.5,11.9,0.0,0.21,0.21,0.21,0.04,0.06,0.21,0.17
ef619b0b,0.0,2.0,0.5,25.0,2.02,0.5,0.0,0.0,18.0,0.0,0.0,0.0,0.12,0.12,0.06,-0.12,-0.12
1dbfae2d,0.0,0.77,0.38,50.0,0.76,0.38,0.0,0.0,15.4,0.0,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04
a1d5bd30,1.3,3.91,2.39,61.1,3.91,2.39,0.28,0.45,19.9,0.22,0.22,0.22,0.67,0.52,0.13,0.63,0.57
e358587b,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6b21b7b5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3376a776,0.0,0.42,0.42,100.0,0.41,0.41,0.0,0.0,6.0,0.0,0.0,0.0,0.25,0.25,0.58,-0.25,-0.25
36a3ff67,0.13,1.69,0.39,23.1,1.69,0.39,0.08,0.33,17.4,0.26,0.0,0.0,0.16,0.16,0.09,-0.03,-0.03
7fa4e703,0.0,1.18,0.2,16.7,1.18,0.2,0.0,0.0,16.0,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
54f5ce34,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
0a3d6d2b,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
733e7ad8,0.0,0.56,0.28,50.0,0.56,0.28,0.0,0.0,9.0,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03
335fa267,0.0,0.5,0.5,100.0,0.49,0.49,0.0,0.0,5.4,0.0,0.0,0.0,0.1,0.1,0.25,-0.1,-0.1
2e4f5f03,0.0,0.48,0.0,0.0,0.48,0.0,0.0,,26.9,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01
da27e268,0.0,0.59,0.0,0.0,0.58,0.0,0.0,,27.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
6434f10d,0.0,0.57,0.23,40.0,0.57,0.23,0.0,0.0,21.5,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
3814b753,0.0,1.0,0.5,50.0,1.01,0.51,0.0,0.0,24.4,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05
20df3aaf,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
19709006,0.0,2.58,0.65,25.0,2.57,0.64,0.0,0.0,25.4,0.97,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
8f5e92a6,0.28,1.39,0.56,40.0,1.39,0.56,0.2,0.5,13.5,0.0,0.0,0.0,0.17,0.17,0.13,0.11,0.11
a3d94a58,0.14,0.72,0.29,40.0,0.72,0.29,0.2,0.5,8.8,0.0,0.0,0.0,0.06,0.06,0.08,0.09,0.09
dea698d9,0.63,3.33,1.27,38.1,3.32,1.27,0.1,0.25,18.3,0.32,0.32,0.32,0.7,0.46,0.14,-0.06,-0.14
ed45c4a5,0.0,1.22,0.0,0.0,1.22,0.0,0.0,,23.8,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04
2a1beb34,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,17.0,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02
18b896d6,0.0,0.49,0.19,40.0,0.49,0.2,0.0,0.0,24.7,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
14b8fcdf,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ae9898c5,0.0,5.0,0.0,0.0,6.0,0.0,0.0,,9.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
c64c01fc,5.0,15.0,5.0,33.3,12.86,4.29,0.0,0.0,13.4,0.0,5.0,5.0,7.5,4.0,0.26,-2.5,-4.0
32314605,0.0,1.18,0.59,50.0,1.16,0.58,0.0,0.0,18.3,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
86dd16a8,0.0,0.33,0.17,50.0,0.33,0.17,0.0,0.0,22.8,0.17,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02
903b6e8b,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e280527c,0.0,2.22,0.16,7.1,2.22,0.16,0.0,0.0,24.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
4c32fb38,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
d97b252e,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
d63e2912,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e342ad68,0.7,2.44,1.4,57.1,2.43,1.39,0.24,0.42,16.0,0.0,0.12,0.12,0.58,0.5,0.2,0.12,0.08
74733221,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2c0f8e9e,0.0,3.08,0.0,0.0,2.98,0.0,0.0,,16.1,0.77,0.0,0.0,0.31,0.31,0.09,-0.31,-0.31
dbf053da,0.47,1.63,0.7,42.9,1.63,0.7,0.14,0.33,20.4,0.23,0.23,0.23,0.28,0.09,0.06,0.19,0.14
0d82903c,0.0,0.57,0.0,0.0,0.56,0.0,0.0,,12.9,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
2b114be3,0.47,2.97,0.78,26.3,2.96,0.78,0.16,0.6,17.7,0.16,0.0,0.0,0.3,0.3,0.1,0.17,0.17
6e7f1353,0.0,1.22,0.49,40.0,1.22,0.49,0.0,0.0,21.7,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05
c50e5bba,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
24051310,0.1,0.94,0.42,44.4,0.94,0.42,0.11,0.25,12.3,0.0,0.0,0.0,0.16,0.16,0.2,-0.05,-0.05
9744ff80,0.0,1.88,0.0,0.0,1.89,0.0,0.0,,12.4,0.0,0.0,0.0,0.69,0.69,0.36,-0.69,-0.69
1a4b9094,0.0,1.43,0.0,0.0,1.44,0.0,0.0,,26.8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
4315f30d,0.0,0.21,0.21,100.0,0.21,0.21,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
f6ac68c1,0.0,0.25,0.0,0.0,0.25,0.0,0.0,,15.5,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03
b0c7a51d,0.33,0.5,0.33,66.7,0.5,0.33,0.33,0.5,22.4,0.0,0.17,0.17,0.15,0.02,0.04,0.18,0.15
746fec7d,0.0,3.33,0.0,0.0,3.46,0.0,0.0,,41.0,3.33,0.0,0.0,0.33,0.33,0.08,-0.33,-0.33
fa274d97,0.0,0.43,0.0,0.0,0.43,0.0,0.0,,11.4,0.0,0.0,0.0,0.09,0.09,0.18,-0.09,-0.09
e613313c,0.0,1.25,0.18,14.3,1.25,0.18,0.0,0.0,24.6,0.0,0.0,0.0,0.05,0.05,0.04,-0.05,-0.05
c904f3d5,0.0,0.51,0.0,0.0,0.51,0.0,0.0,,7.3,0.0,0.0,0.0,0.07,0.07,0.12,-0.07,-0.07
b70bde8f,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
52e101a8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
e8c0cafd,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
17e3e467,0.0,0.64,0.21,33.3,0.63,0.21,0.0,0.0,18.0,0.21,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04
6421ec64,0.0,0.56,0.0,0.0,0.57,0.0,0.0,,9.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06
9c94165b,0.0,0.54,0.0,0.0,0.55,0.0,0.0,,19.3,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03
a81ed730,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3d2320f7,0.0,0.93,0.0,0.0,0.93,0.0,0.0,,21.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02
3eb22ec9,0.1,1.07,0.49,45.5,1.07,0.48,0.09,0.2,11.6,0.0,0.0,0.0,0.11,0.11,0.1,-0.01,-0.01
86e7deaf,0.0,0.48,0.0,0.0,0.48,0.0,0.0,,16.7,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03
2690dffa,,,,,0.0,0.0,,,,,,,,,,,
fd9c4805,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,28.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
30f5ffa9,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,14.3,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03
defb905a,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
76d5857d,0.0,0.6,0.0,0.0,0.6,0.0,0.0,,26.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
cbbfa2e7,0.0,1.36,0.91,66.7,1.36,0.9,0.0,0.0,13.3,0.0,0.0,0.0,0.14,0.14,0.09,-0.14,-0.14
2ccd89a3,0.0,1.43,0.0,0.0,1.44,0.0,0.0,,20.7,0.0,0.0,0.0,0.11,0.11,0.08,-0.11,-0.11
886f9aac,0.49,0.73,0.49,66.7,0.73,0.49,0.67,1.0,16.5,0.0,0.0,0.0,0.07,0.07,0.11,0.41,0.41
c1febb46,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,12.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
420c18a1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
28f66c2e,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2fd337af,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
7a435eb3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
8e8f40e0,0.0,2.5,0.0,0.0,2.25,0.0,0.0,,19.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
ac4003af,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
27d902c8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
42130443,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ee3519f5,0.0,0.31,0.0,0.0,0.31,0.0,0.0,,23.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
b400bde0,0.14,1.94,0.97,50.0,1.94,0.97,0.07,0.14,15.3,0.14,0.0,0.0,0.25,0.25,0.13,-0.11,-0.11
3b1ed320,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
7cd6badb,0.34,1.36,0.51,37.5,1.36,0.51,0.13,0.33,18.6,0.17,0.17,0.17,0.24,0.12,0.08,0.1,0.05
5eecec3d,0.0,0.11,0.0,0.0,0.11,0.0,0.0,,6.3,0.0,0.0,0.0,0.01,0.01,0.06,-0.01,-0.01
339fe0e8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ef2e5e1a,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
a6154613,0.0,1.76,0.39,22.2,1.77,0.39,0.0,0.0,13.3,0.0,0.0,0.0,0.14,0.14,0.08,-0.14,-0.14
1e1378e1,0.0,4.0,2.0,50.0,4.19,2.09,0.0,0.0,16.4,0.0,0.0,0.0,0.8,0.8,0.22,-0.8,-0.8
a793f5a8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
e33c06cf,0.17,0.83,0.33,40.0,0.84,0.34,0.2,0.5,8.0,0.0,0.0,0.0,0.1,0.1,0.13,0.07,0.07
d94653be,0.43,1.3,0.43,33.3,1.31,0.44,0.33,1.0,21.9,0.87,0.0,0.0,0.09,0.09,0.07,0.35,0.35
73affbb6,0.0,0.59,0.29,50.0,0.58,0.29,0.0,0.0,9.1,0.0,0.0,0.0,0.18,0.18,0.28,-0.18,-0.18
4e219ad2,0.32,1.94,0.97,50.0,1.96,0.98,0.17,0.33,18.5,0.32,0.0,0.0,0.1,0.1,0.04,0.23,0.23
bd20f4eb,0.0,0.74,0.0,0.0,0.73,0.0,0.0,,15.6,0.0,0.0,0.0,0.04,0.04,0.07,-0.04,-0.04
9614b550,0.0,1.2,0.4,33.3,1.2,0.4,0.0,0.0,13.5,0.0,0.0,0.0,0.08,0.08,0.06,-0.08,-0.08
c71e97ba,0.0,0.77,0.51,66.7,0.76,0.51,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
01b8a2b2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
934e1968,0.36,2.14,0.89,41.7,2.14,0.89,0.17,0.4,21.6,0.54,0.0,0.0,0.27,0.27,0.13,0.09,0.09
e92cd3f7,0.77,3.08,0.77,25.0,3.16,0.79,0.25,1.0,12.3,0.0,0.0,0.0,0.23,0.23,0.08,0.54,0.54
2475dcc6,0.33,0.83,0.33,40.0,0.83,0.33,0.2,0.5,18.0,0.17,0.17,0.17,0.22,0.1,0.11,0.12,0.07
f0661424,0.0,0.35,0.18,50.0,0.35,0.18,0.0,0.0,18.2,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02
7272a72a,0.0,1.61,0.65,40.0,1.61,0.65,0.0,0.0,22.2,0.32,0.0,0.0,0.13,0.13,0.08,-0.13,-0.13
a0f9b535,0.0,4.0,2.0,50.0,4.19,2.09,0.0,0.0,12.5,0.0,0.0,0.0,0.6,0.6,0.13,-0.6,-0.6
4c2a5d34,0.91,3.18,2.27,71.4,3.15,2.25,0.29,0.4,18.7,0.0,0.0,0.0,0.45,0.45,0.14,0.45,0.45
bfe272bd,0.0,1.0,0.5,50.0,1.01,0.51,0.0,0.0,13.4,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05
e73c9bb2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
6f51e382,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
5148dcc5,0.0,0.74,0.37,50.0,0.75,0.37,0.0,0.0,19.2,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04
7120a04d,0.18,2.28,1.23,53.8,2.28,1.23,0.08,0.14,19.0,0.0,0.0,0.0,0.26,0.26,0.11,-0.09,-0.09
2b9fdeea,0.0,0.94,0.38,40.0,0.94,0.38,0.0,0.0,20.6,0.0,0.0,0.0,0.06,0.06,0.06,-0.06,-0.06
6f8cd6d0,0.3,1.97,1.06,53.8,1.96,1.05,0.15,0.29,12.9,0.0,0.0,0.0,0.23,0.23,0.11,0.08,0.08
6b8887c2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
41034650,,,,,,,,,,,,,,,,,
652d4c37,0.36,2.14,0.71,33.3,2.13,0.71,0.17,0.5,17.6,0.0,0.0,0.0,0.14,0.14,0.07,0.21,0.21
c56dc39e,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
f93c876b,0.4,0.4,0.4,100.0,0.4,0.4,1.0,1.0,7.0,0.0,0.0,0.0,0.12,0.12,0.27,0.28,0.28
52611641,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
9e1035f8,1.0,3.25,1.25,38.5,3.25,1.25,0.31,0.8,14.2,0.0,0.0,0.0,0.62,0.62,0.19,0.38,0.38
58a9a4d9,0.0,0.32,0.32,100.0,0.32,0.32,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
a4b1028a,0.0,0.83,0.0,0.0,0.83,0.0,0.0,,26.8,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02
096a77c4,0.0,3.33,0.0,0.0,3.33,0.0,0.0,,15.8,0.0,0.0,0.0,0.33,0.33,0.09,-0.33,-0.33
77e39b04,0.0,2.97,1.35,45.5,2.96,1.35,0.0,0.0,18.4,0.0,0.0,0.0,0.38,0.38,0.13,-0.38,-0.38
21512407,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
