Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Gls,Stan Sh,Stan SoT,Stan SoT%,Stan Sh/90,Stan SoT/90,Stan G/Sh,Stan G/SoT,Stan Dist,Stan FK,Perf PK,Perf PKatt_x,Expe xG,Expe npxG,Expe npxG/Sh,Expe G-xG,Expe np:G-xG,Play MP,Play Starts,Play Min,Perf GA,Perf GA90,Perf SoTA,Perf Saves,Perf Save%,W,D,L,Perf CS,Perf CS%,Perf PKatt_y,Pena PKA,Pena PKsv,Pena PKm,Pena Save%
c904f3d5,26,5.9,8000000,1,0,0,0,0.68,0.68,0.51,0.17,0.0,0.68,1.36,50.0,0.68,7.12,2.54,35.7,5.08,1.86,0.17,2.03,1.02,0.0,1.02,1.69,2.37,3.73,0.0,45.76,53.56,85.4,1014.24,300.0,10.85,12.03,90.1,26.27,28.14,93.4,8.47,12.54,11.46,0.0,0.0,0.0,0.0,1.53,0.0,0.0,1.69,0.0,0.51,0.0,0.0,0.51,0.0,0.0,,7.3,0.0,0.0,0.0,0.07,0.07,0.12,-0.07,-0.07,,,,,,,,,,,,,,,,,,
b70bde8f,24,0.1,13000000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,90.9,1650.0,540.0,40.0,40.0,100.0,50.0,50.0,100.0,10.0,20.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
52e101a8,28,1.0,1500000,1,0,0,0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,33.3,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,42.0,48.0,87.5,695.0,270.0,18.0,21.0,85.7,23.0,24.0,95.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,
e8c0cafd,18,0.4,800000,0,1,0,1,7.5,5.0,5.0,2.5,0.0,2.5,5.0,50.0,2.5,30.0,10.0,33.3,12.5,15.0,2.5,0.0,0.0,0.0,0.0,5.0,12.5,7.5,0.0,40.0,45.0,88.9,700.0,95.0,20.0,20.0,100.0,10.0,12.5,80.0,7.5,10.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
17e3e467,21,4.7,8000000,0,0,0,1,2.34,1.7,1.28,0.85,0.21,0.85,3.19,26.7,2.34,25.74,7.02,27.3,9.57,13.4,2.77,1.49,0.21,0.0,1.28,1.91,4.26,1.06,0.0,48.09,54.26,88.6,926.6,216.6,22.34,25.32,88.2,16.6,18.09,91.8,8.09,8.94,19.26,0.0,0.0,0.0,0.21,5.32,0.85,0.21,3.4,0.0,0.64,0.21,33.3,0.63,0.21,0.0,0.0,18.0,0.21,0.0,0.0,0.04,0.04,0.06,-0.04,-0.04,,,,,,,,,,,,,,,,,,
6421ec64,28,1.8,12000000,0,1,0,1,2.22,2.22,0.56,1.67,0.0,0.56,1.11,50.0,0.56,20.0,6.11,30.6,3.33,13.33,3.33,4.44,0.56,0.0,3.89,0.0,2.22,0.56,0.0,40.0,51.67,77.4,710.56,190.56,17.22,20.0,86.1,17.22,20.56,83.8,4.44,9.44,26.17,0.0,0.22,-0.22,1.67,3.33,3.33,0.0,5.0,0.0,0.56,0.0,0.0,0.57,0.0,0.0,,9.0,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06,,,,,,,,,,,,,,,,,,
9c94165b,25,3.7,35000000,1,0,0,0,2.43,1.89,0.54,1.62,0.27,0.54,1.08,50.0,0.54,12.7,5.14,40.4,3.51,6.76,2.43,1.35,0.0,0.0,1.35,1.08,3.51,2.16,0.0,59.46,73.51,80.9,1014.32,449.46,32.43,34.86,93.0,21.08,24.59,85.7,4.86,10.54,12.49,0.27,0.11,0.16,1.62,6.22,1.08,0.81,7.3,0.0,0.54,0.0,0.0,0.55,0.0,0.0,,19.3,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,,,,,,,,,,,,,,,,,,
a81ed730,23,2.9,2500000,0,0,0,1,1.38,0.34,1.03,0.34,0.0,0.0,1.03,0.0,1.03,19.31,3.1,16.1,9.66,7.93,1.72,1.72,0.34,0.0,1.38,0.69,2.07,1.38,0.0,39.66,43.45,91.3,735.17,135.86,15.86,16.55,95.8,17.93,19.66,91.2,4.83,6.21,26.83,0.0,0.0,0.0,0.0,2.41,0.69,0.0,2.41,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
3d2320f7,29,4.3,1000000,0,0,0,1,0.7,0.23,0.0,0.47,0.23,0.0,0.7,0.0,0.7,17.21,3.26,18.9,5.12,8.37,3.72,0.93,0.23,0.0,0.7,0.0,0.7,0.47,0.23,30.93,36.28,85.3,577.44,71.86,14.19,16.28,87.1,10.23,11.16,91.7,5.35,7.44,16.72,0.0,0.0,0.0,0.0,1.4,0.23,0.0,1.4,0.0,0.93,0.0,0.0,0.93,0.0,0.0,,21.7,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,,,,,,,,,,,,,,,,,,
3eb22ec9,25,10.3,70000000,0,1,0,1,1.46,0.58,0.39,0.68,0.39,0.58,1.75,33.3,1.17,22.52,5.15,22.8,2.91,9.32,10.29,1.26,0.19,0.0,1.07,0.58,2.04,0.39,0.1,46.12,52.04,88.6,732.04,132.52,23.4,25.53,91.6,18.06,19.81,91.2,2.82,3.69,7.41,0.19,0.2,-0.01,1.55,2.72,1.55,0.1,4.08,0.1,1.07,0.49,45.5,1.07,0.48,0.09,0.2,11.6,0.0,0.0,0.0,0.11,0.11,0.1,-0.01,-0.01,,,,,,,,,,,,,,,,,,
86e7deaf,35,6.3,3000000,1,0,0,0,0.63,0.32,0.48,0.16,0.0,0.32,0.48,66.7,0.16,4.44,1.59,35.7,1.75,2.7,0.0,1.43,0.48,0.0,0.95,1.43,2.06,3.65,0.0,50.0,54.92,91.0,1057.78,410.48,16.03,16.98,94.4,25.4,26.67,95.2,7.94,10.32,12.21,0.0,0.0,0.0,0.0,3.33,0.48,0.0,3.33,0.0,0.48,0.0,0.0,0.48,0.0,0.0,,16.7,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,,,,,,,,,,,,,,,,,,
2690dffa,19,0.0,300000,0,0,0,1,inf,,inf,,,inf,inf,100.0,,inf,,0.0,inf,inf,,,,,,inf,inf,inf,,inf,inf,100.0,inf,inf,inf,inf,100.0,inf,inf,100.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd9c4805,25,3.8,4500000,0,1,0,1,0.79,0.53,0.26,0.26,0.26,0.0,1.32,0.0,1.32,17.11,4.74,27.7,4.21,7.89,5.0,1.05,0.53,0.0,0.53,0.26,1.05,0.26,0.0,27.63,33.95,81.4,497.11,56.84,13.68,15.79,86.7,10.53,12.37,85.1,3.16,4.47,18.58,0.0,0.08,-0.08,0.26,1.32,0.26,0.0,0.79,0.0,0.26,0.0,0.0,0.26,0.0,0.0,,28.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
30f5ffa9,25,3.0,60000000,1,0,0,0,1.33,1.33,1.0,0.33,0.0,0.33,1.33,25.0,1.0,7.67,4.0,52.2,4.67,2.67,0.33,1.0,0.67,0.0,0.33,1.33,2.67,1.67,0.0,66.67,72.67,91.7,1386.67,380.33,19.0,20.67,91.9,38.67,40.33,95.9,8.33,11.0,25.27,0.0,0.0,0.0,0.0,6.0,0.33,0.33,4.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,,14.3,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,,,,,,,,,,,,,,,,,,
defb905a,35,4.5,400000,1,0,0,0,1.56,1.33,1.11,0.44,0.0,0.22,1.33,16.7,1.11,7.33,2.22,30.3,3.33,3.56,0.44,2.0,0.67,0.0,1.33,1.11,2.67,4.67,0.0,39.56,46.0,86.0,881.78,242.44,11.11,11.56,96.2,20.67,23.11,89.4,7.78,10.89,15.87,0.0,0.02,-0.02,0.44,1.78,0.0,0.0,1.33,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
76d5857d,31,5.0,1500000,1,0,0,1,1.2,0.4,0.8,0.2,0.2,0.2,0.6,33.3,0.4,7.4,1.8,24.3,4.0,2.8,0.6,2.2,0.8,0.0,1.4,1.2,2.4,2.8,0.0,30.8,40.0,77.0,514.8,207.4,16.6,19.0,87.4,11.2,15.0,74.7,2.8,4.0,14.0,0.0,0.04,-0.04,0.8,1.0,1.0,0.6,3.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,,26.4,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,,,,,,,,,,,,,,,,,,
cbbfa2e7,30,2.2,6000000,0,1,0,1,0.91,0.91,0.45,0.0,0.45,0.0,0.45,0.0,0.45,14.55,4.09,28.1,1.82,7.27,5.45,1.36,0.45,0.0,0.91,1.36,2.27,0.45,0.0,21.82,32.73,66.7,342.73,50.91,12.73,18.64,68.3,6.82,9.09,75.0,1.82,3.64,22.73,0.0,0.09,-0.09,0.91,0.0,0.45,0.0,0.91,0.0,1.36,0.91,66.7,1.36,0.9,0.0,0.0,13.3,0.0,0.0,0.0,0.14,0.14,0.09,-0.14,-0.14,,,,,,,,,,,,,,,,,,
2ccd89a3,25,3.5,3000000,1,0,0,1,2.0,1.71,0.29,1.43,0.29,0.57,0.86,66.7,0.29,12.29,3.14,25.6,3.14,7.14,2.0,0.29,0.0,0.0,0.29,0.86,2.86,1.14,0.0,54.0,66.0,81.8,956.57,370.29,22.86,25.14,90.9,24.86,29.43,84.5,5.43,8.29,18.71,0.0,0.06,-0.06,0.86,6.29,0.57,0.0,8.0,0.0,1.43,0.0,0.0,1.44,0.0,0.0,,20.7,0.0,0.0,0.0,0.11,0.11,0.08,-0.11,-0.11,,,,,,,,,,,,,,,,,,
886f9aac,21,4.1,20000000,0,1,0,1,1.22,0.98,0.73,0.24,0.24,0.24,1.46,16.7,1.22,11.22,4.15,37.0,5.37,3.66,2.2,2.2,0.0,0.0,2.2,0.98,2.2,0.24,0.0,30.0,31.95,93.9,492.44,65.37,15.37,15.85,96.9,12.2,12.68,96.2,2.2,2.68,19.95,0.0,0.0,0.0,0.0,0.98,0.24,0.24,0.98,0.49,0.73,0.49,66.7,0.73,0.49,0.67,1.0,16.5,0.0,0.0,0.0,0.07,0.07,0.11,0.41,0.41,,,,,,,,,,,,,,,,,,
c1febb46,31,5.2,1000000,0,0,0,1,1.35,0.96,0.77,0.19,0.38,0.38,0.77,50.0,0.38,20.77,4.04,19.4,5.38,11.92,3.46,0.96,0.0,0.0,0.96,1.92,3.27,0.19,0.0,32.12,37.31,86.1,475.77,76.15,15.58,18.46,84.4,14.62,16.15,90.5,0.38,0.77,9.62,0.0,0.02,-0.02,0.77,1.15,0.19,0.0,0.77,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,12.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,
420c18a1,31,8.0,6000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.38,43.12,79.7,863.5,335.12,5.62,5.62,100.0,19.5,19.75,98.7,9.0,17.5,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,8.0,720.0,1.62,1.62,4.38,2.62,62.9,0.25,0.25,0.5,0.25,25.0,0.0,0.0,0.0,0.0,
28f66c2e,18,1.8,7000000,1,0,0,0,0.56,0.56,0.56,0.0,0.0,0.56,1.67,33.3,1.11,9.44,2.78,29.4,3.33,4.44,1.67,2.22,0.56,0.0,1.67,0.56,1.11,3.33,0.0,22.78,33.89,67.2,537.78,238.89,5.0,8.33,60.0,11.67,13.89,84.0,6.11,10.0,33.94,0.0,0.0,0.0,0.0,1.67,0.56,0.0,2.78,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
2fd337af,24,1.7,1800000,1,0,0,0,1.18,0.59,0.59,0.59,0.0,0.0,0.0,,0.0,9.41,4.71,50.0,5.29,4.12,0.0,2.35,1.76,0.0,0.59,0.59,1.76,10.0,0.0,38.82,47.06,82.5,899.41,453.53,11.76,11.76,100.0,15.88,18.82,84.4,8.82,13.53,38.35,0.0,0.06,-0.06,0.59,7.06,0.59,0.59,5.88,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
7a435eb3,32,0.4,500000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,5.0,25.0,0.0,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,25.0,30.0,83.3,347.5,55.0,12.5,17.5,71.4,12.5,12.5,100.0,0.0,0.0,,0.0,0.5,-0.5,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
8e8f40e0,20,0.4,800000,0,1,0,0,5.0,2.5,2.5,2.5,0.0,5.0,12.5,40.0,7.5,37.5,7.5,20.0,20.0,15.0,2.5,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,20.0,35.0,57.1,377.5,62.5,7.5,12.5,60.0,12.5,20.0,62.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,2.25,0.0,0.0,,19.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,
ac4003af,28,5.0,2000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8,0.2,25.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,17.8,23.2,76.7,537.8,310.4,3.6,3.6,100.0,7.6,7.8,97.4,6.6,11.8,11.18,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,5.0,450.0,2.2,2.2,5.8,4.0,69.0,0.2,0.4,0.4,0.2,20.0,0.4,0.4,0.0,0.0,0.0
27d902c8,27,6.0,1500000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,15.83,20.67,76.6,454.83,251.17,1.83,1.83,100.0,7.83,7.83,100.0,5.83,10.5,9.27,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,6.0,540.0,2.83,2.83,5.0,2.67,50.0,0.17,0.17,0.67,0.0,0.0,0.33,0.33,0.0,0.0,0.0
42130443,25,1.0,6000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,92.0,435.0,212.0,9.0,9.0,100.0,11.0,11.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,90.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
ee3519f5,30,3.2,7500000,1,0,0,1,1.25,0.94,0.62,0.31,0.31,0.31,1.25,25.0,0.94,10.0,3.12,31.3,5.62,3.12,1.25,0.62,0.31,0.0,0.31,1.25,2.5,3.44,0.0,51.25,57.19,89.6,1113.12,237.5,14.38,14.69,97.9,26.25,29.38,89.4,10.0,11.88,26.31,0.0,0.06,-0.06,0.31,3.44,0.0,0.0,1.56,0.0,0.31,0.0,0.0,0.31,0.0,0.0,,23.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,
b400bde0,25,7.2,90000000,0,1,0,0,0.83,0.83,0.0,0.42,0.42,0.28,0.83,33.3,0.56,9.44,2.22,23.5,0.42,4.31,4.72,0.56,0.0,0.0,0.56,0.14,0.97,0.0,0.0,28.33,33.19,85.4,387.64,85.69,17.5,19.44,90.0,9.72,11.11,87.5,0.42,0.97,5.96,0.28,0.24,0.04,0.97,1.53,0.97,0.0,2.78,0.14,1.94,0.97,50.0,1.94,0.97,0.07,0.14,15.3,0.14,0.0,0.0,0.25,0.25,0.13,-0.11,-0.11,,,,,,,,,,,,,,,,,,
3b1ed320,19,0.2,2500000,0,1,0,1,5.0,5.0,5.0,0.0,0.0,5.0,5.0,100.0,0.0,15.0,5.0,33.3,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,120.0,130.0,92.3,2745.0,675.0,55.0,60.0,91.7,20.0,20.0,100.0,45.0,50.0,450.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
7cd6badb,31,5.9,5000000,0,1,0,1,1.86,1.19,1.02,0.68,0.17,0.34,2.2,15.4,1.86,23.22,4.75,20.4,5.08,12.03,6.1,1.19,0.0,0.0,1.19,1.02,2.88,0.34,0.0,33.9,43.22,78.4,564.07,114.75,17.97,19.83,90.6,11.53,15.08,76.4,3.56,6.1,9.88,0.34,0.14,0.2,2.03,2.03,1.02,0.0,2.37,0.34,1.36,0.51,37.5,1.36,0.51,0.13,0.33,18.6,0.17,0.17,0.17,0.24,0.12,0.08,0.1,0.05,,,,,,,,,,,,,,,,,,
5eecec3d,26,8.9,30000000,1,0,0,0,0.45,0.45,0.22,0.11,0.11,0.11,0.22,50.0,0.11,5.84,1.46,25.0,2.13,2.92,0.79,1.46,1.12,0.0,0.34,1.01,1.46,3.37,0.11,70.9,74.38,95.3,1472.81,415.96,21.46,22.13,97.0,37.98,39.21,96.8,11.24,12.58,10.03,0.0,0.0,0.0,0.11,3.93,0.0,0.0,2.47,0.0,0.11,0.0,0.0,0.11,0.0,0.0,,6.3,0.0,0.0,0.0,0.01,0.01,0.06,-0.01,-0.01,,,,,,,,,,,,,,,,,,
339fe0e8,25,1.0,14000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,55.6,351.0,251.0,3.0,3.0,100.0,3.0,3.0,100.0,4.0,12.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,90.0,1.0,1.0,7.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ef2e5e1a,30,0.3,5000000,0,0,0,1,3.33,0.0,3.33,0.0,0.0,3.33,3.33,100.0,0.0,23.33,3.33,14.3,10.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,76.67,83.33,92.0,1046.67,360.0,40.0,40.0,100.0,33.33,36.67,90.9,0.0,3.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
a6154613,33,5.1,15000000,0,1,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,,0.0,7.65,1.76,23.1,0.39,3.33,3.92,0.59,0.39,0.0,0.2,0.0,0.2,1.18,0.0,17.25,25.29,68.2,269.02,41.18,9.61,12.94,74.2,4.9,7.25,67.6,1.96,2.75,14.0,0.0,0.12,-0.12,1.37,0.59,0.98,0.0,1.57,0.0,1.76,0.39,22.2,1.77,0.39,0.0,0.0,13.3,0.0,0.0,0.0,0.14,0.14,0.08,-0.14,-0.14,,,,,,,,,,,,,,,,,,
1e1378e1,17,0.5,3000000,0,1,0,1,2.0,2.0,0.0,2.0,0.0,2.0,12.0,16.7,10.0,42.0,14.0,33.3,8.0,28.0,6.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,58.0,64.0,90.6,854.0,254.0,36.0,40.0,90.0,16.0,18.0,88.9,4.0,4.0,200.0,0.0,0.2,-0.2,4.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,50.0,4.19,2.09,0.0,0.0,16.4,0.0,0.0,0.0,0.8,0.8,0.22,-0.8,-0.8,,,,,,,,,,,,,,,,,,
a793f5a8,17,0.1,800000,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,0.0,0.0,10.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,100.0,760.0,10.0,30.0,30.0,100.0,0.0,0.0,,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
e33c06cf,24,6.0,35000000,1,0,0,0,1.33,0.67,0.5,0.67,0.17,0.33,1.5,22.2,1.17,9.33,3.0,32.1,4.83,3.83,0.67,1.17,0.33,0.0,0.83,1.17,2.5,3.5,0.0,70.83,76.5,92.6,1501.0,448.33,20.17,21.0,96.0,37.17,39.33,94.5,12.67,14.83,14.23,0.0,0.02,-0.02,0.17,6.0,0.5,0.17,5.83,0.17,0.83,0.33,40.0,0.84,0.34,0.2,0.5,8.0,0.0,0.0,0.0,0.1,0.1,0.13,0.07,0.07,,,,,,,,,,,,,,,,,,
d94653be,20,2.3,6000000,0,1,0,1,2.17,2.17,1.3,0.0,0.87,0.87,1.74,50.0,0.87,11.3,3.48,30.8,4.78,3.91,2.61,3.04,0.0,0.0,3.04,0.43,2.61,2.17,0.0,31.3,41.74,75.0,504.35,124.78,16.96,20.43,83.0,12.17,14.78,82.4,1.74,3.91,19.3,0.0,0.0,0.0,0.0,1.3,0.43,0.0,2.17,0.43,1.3,0.43,33.3,1.31,0.44,0.33,1.0,21.9,0.87,0.0,0.0,0.09,0.09,0.07,0.35,0.35,,,,,,,,,,,,,,,,,,
73affbb6,20,3.4,6000000,0,1,0,0,0.29,0.0,0.0,0.29,0.0,0.0,1.18,0.0,1.18,18.82,4.71,25.0,1.76,10.29,6.76,0.59,0.29,0.0,0.29,0.0,0.29,0.0,0.0,12.65,16.76,75.4,174.41,11.47,7.06,9.12,77.4,4.41,5.88,75.0,0.59,0.88,19.62,0.0,0.03,-0.03,0.29,0.0,0.0,0.0,0.29,0.0,0.59,0.29,50.0,0.58,0.29,0.0,0.0,9.1,0.0,0.0,0.0,0.18,0.18,0.28,-0.18,-0.18,,,,,,,,,,,,,,,,,,
4e219ad2,26,3.1,20000000,0,1,0,0,1.94,0.65,0.65,0.65,0.65,1.29,3.23,40.0,1.94,12.9,2.9,22.5,2.58,6.77,3.55,0.0,0.0,0.0,0.0,0.97,2.9,0.32,0.0,32.58,45.48,71.6,593.55,139.03,17.74,19.03,93.2,9.68,15.16,63.8,4.84,8.71,17.94,0.0,0.03,-0.03,0.97,2.58,1.29,0.65,1.94,0.32,1.94,0.97,50.0,1.96,0.98,0.17,0.33,18.5,0.32,0.0,0.0,0.1,0.1,0.04,0.23,0.23,,,,,,,,,,,,,,,,,,
bd20f4eb,26,2.7,2500000,1,0,0,0,2.59,2.22,1.48,0.74,0.37,1.48,3.33,44.4,1.85,15.56,3.7,23.8,5.93,6.67,2.96,3.7,0.37,0.0,3.33,1.11,3.7,1.11,0.0,57.04,66.3,86.0,940.37,333.33,27.78,30.74,90.4,20.37,24.81,82.1,5.56,7.04,29.22,0.37,0.15,0.22,1.85,2.96,0.37,0.0,2.96,0.0,0.74,0.0,0.0,0.73,0.0,0.0,,15.6,0.0,0.0,0.0,0.04,0.04,0.07,-0.04,-0.04,,,,,,,,,,,,,,,,,,
9614b550,28,5.0,2000000,1,0,0,0,2.6,1.2,2.0,0.6,0.0,1.0,1.2,83.3,0.2,10.0,3.2,32.0,5.8,3.4,0.8,1.4,0.2,0.0,1.2,1.8,4.4,5.6,0.4,33.4,45.6,73.2,719.2,161.4,7.2,11.0,65.5,21.0,24.4,86.1,4.6,9.6,9.58,0.0,0.2,-0.2,0.8,1.8,0.0,0.0,2.0,0.0,1.2,0.4,33.3,1.2,0.4,0.0,0.0,13.5,0.0,0.0,0.0,0.08,0.08,0.06,-0.08,-0.08,,,,,,,,,,,,,,,,,,
c71e97ba,29,3.9,4000000,0,0,0,1,2.82,1.28,1.03,1.54,0.26,0.77,1.28,60.0,0.51,14.62,2.82,19.3,5.64,7.95,1.03,2.05,0.26,0.0,1.79,2.56,5.38,2.05,0.0,55.64,60.0,92.7,1094.62,164.36,20.77,21.28,97.6,25.9,27.18,95.3,8.46,10.26,21.15,0.0,0.03,-0.03,0.26,3.59,0.0,0.0,2.31,0.0,0.77,0.51,66.7,0.76,0.51,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,
01b8a2b2,30,7.3,25000000,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.14,0.14,100.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,22.05,23.97,92.0,479.18,282.33,6.85,6.85,100.0,10.96,10.96,100.0,3.97,5.75,9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,7.0,660.0,1.1,1.09,3.56,2.74,76.9,0.68,0.0,0.27,0.27,28.6,0.27,0.27,0.0,0.0,0.0
